_id,user_id,server_item_id,client_item_id,thread_id,recipient_ids,timestamp,message_type,text,message
95,46770300793,30009404781559818639275196449554432,6823348663687289986,340282366841710300949128150480286768549,45925726866,1626813092958202,text,See you tomorrow at Vienna Inn at 5pm.,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009404781559818639275196449554432"",""client_context"":""6823348663687289986"",""timestamp"":""1626813092958202"",""timestamp_in_micro"":1626813092958202,""user_id"":""46770300793"",""text"":""See you tomorrow at Vienna Inn at 5pm."",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
96,46770300793,30009404922884881333750277638979584,6823348696968813044,340282366841710300949128150480286768549,45925726866,1626813100619449,text,Let's seal the deal!,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009404922884881333750277638979584"",""client_context"":""6823348696968813044"",""timestamp"":""1626813100619449"",""timestamp_in_micro"":1626813100619449,""user_id"":""46770300793"",""text"":""Let\'s seal the deal!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
97,46770300793,30009418173771629757120646159007744,6823351707853491498,340282366841710300949128150480286768549,45925726866,1626813818951459,text,Sounds good. I’m making a pickup before then!,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009418173771629757120646159007744"",""client_context"":""6823351707853491498"",""timestamp"":""1626813818951459"",""timestamp_in_micro"":1626813818951459,""user_id"":""45925726866"",""text"":""Sounds good. I\xe2\x80\x99m making a pickup before then!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
98,46770300793,30009784563098160377977395723894784,6823435017649076071,340282366841710300949128150480286768549,45925726866,1626833680956649,text,Great! See you there!,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009784563098160377977395723894784"",""client_context"":""6823435017649076071"",""timestamp"":""1626833680956649"",""timestamp_in_micro"":1626833680956649,""user_id"":""46770300793"",""text"":""Great! See you there!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
99,46770300793,30009851056611482464464093329752064,6823450133997711545,340282366841710300949128150480286768549,45925726866,1626837285577229,text,5ish right?,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009851056611482464464093329752064"",""client_context"":""6823450133997711545"",""timestamp"":""1626837285577229"",""timestamp_in_micro"":1626837285577229,""user_id"":""45925726866"",""text"":""5ish right?"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
100,46770300793,30010609649495127508288432607592448,6823622616205739763,340282366841710300949128150480286768549,45925726866,1626878408979853,text,Yes!,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30010609649495127508288432607592448"",""client_context"":""6823622616205739763"",""timestamp"":""1626878408979853"",""timestamp_in_micro"":1626878408979853,""user_id"":""46770300793"",""text"":""Yes!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
101,46770300793,30011073389675215297382383955738624,6823728060356561730,340282366841710300949128150480286768549,45925726866,1626903548385389,text,Something seems off. Are you sure it’s safe,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011073389675215297382383955738624"",""client_context"":""6823728060356561730"",""timestamp"":""1626903548385389"",""timestamp_in_micro"":1626903548385389,""user_id"":""45925726866"",""text"":""Something seems off. Are you sure it\xe2\x80\x99s safe"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
102,46770300793,30011074661998048628029523564167168,6823728352398627673,340282366841710300949128150480286768549,45925726866,1626903617358148,text,"Yeah, its perfectly safe. Everything is fine!","b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011074661998048628029523564167168"",""client_context"":""6823728352398627673"",""timestamp"":""1626903617358148"",""timestamp_in_micro"":1626903617358148,""user_id"":""46770300793"",""text"":""Yeah, its perfectly safe. Everything is fine!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
103,46770300793,30011074970704624296208122920304640,6823728419986766838,340282366841710300949128150480286768549,45925726866,1626903634093165,text,I will kill you if you set me up,"b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011074970704624296208122920304640"",""client_context"":""6823728419986766838"",""timestamp"":""1626903634093165"",""timestamp_in_micro"":1626903634093165,""user_id"":""45925726866"",""text"":""I will kill you if you set me up"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
104,46770300793,30011314081749666466191353566986240,6823782790218343752,340282366841710300949128150480286768549,45925726866,1626916596328890,text,"I am sorry, its done!","b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011314081749666466191353566986240"",""client_context"":""6823782790218343752"",""timestamp"":""1626916596328890"",""timestamp_in_micro"":1626916596328890,""user_id"":""46770300793"",""text"":""I am sorry, its done!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}'"
