id,state,worker_class_name,input_merger_class_name,input,output,initial_delay,interval_duration,flex_duration,run_attempt_count,backoff_policy,backoff_delay_duration,period_start_time,minimum_retention_duration,schedule_requested_at,required_network_type,requires_charging,requires_device_idle,requires_battery_not_low,requires_storage_not_low,trigger_content_update_delay,trigger_max_content_delay,content_uri_triggers
40167fc4-9fa5-414f-a692-3d15a0f49e9f,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626377203357,0,1626377203374,0,0,0,0,0,-1,-1,
76183f99-2ed0-4d45-92c3-968d1828cf8f,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626380193900,0,1626380193912,0,0,0,0,0,-1,-1,
fd9040e3-60d5-40d5-9088-1b8af8736ef0,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626383184285,0,1626383184302,0,0,0,0,0,-1,-1,
4e456514-8a6a-4039-9ab4-f52890afc016,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626386174624,0,1626386174639,0,0,0,0,0,-1,-1,
967d4c99-5b59-4802-87f3-a9201f2ce752,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626389165111,0,1626389165124,0,0,0,0,0,-1,-1,
24fec95a-36bf-4784-b6e9-2d9a56c30d94,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626392156613,0,1626392156628,0,0,0,0,0,-1,-1,
742f049b-d29b-40b7-8b46-8e7de058e533,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626395147227,0,1626395147243,0,0,0,0,0,-1,-1,
9f33eaac-3bdb-4242-a80f-30d84aafe344,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626398137525,0,1626398137548,0,0,0,0,0,-1,-1,
038f1aa5-9ea8-47d1-b492-e45e0a31f461,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\x00w\n\x00\x08PHONE_IDq\x00~\x00\x03w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x01w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x00w\x08\x00\x06VOWIFIsq\x00~\x00\x04\x00'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626401128105,0,1626401128133,0,0,0,0,0,-1,-1,
333cd520-63dc-4fa1-8222-ebe86004bcb1,2,com.sec.unifiedwfc.ux.workers.EpdgEventWorker,androidx.work.OverwritingInputMerger,"b'\xac\xed\x00\x05w\x0c\x00\x00\x00\x07\x00\x06reasont\x00\x0fIMS_REG_CHANGEDw\x0b\x00\tSIP_ERRORsr\x00\x11java.lang.Integer\x12\xe2\xa0\xa4\xf7\x81\x878\x02\x00\x01I\x00\x05valuexr\x00\x10java.lang.Number\x86\xac\x95\x1d\x0b\x94\xe0\x8b\x02\x00\x00xp\x00\x00\x00\xc8w\n\x00\x08PHONE_IDsq\x00~\x00\x01\x00\x00\x00\x00w\x0c\x00\nREGISTEREDsr\x00\x11java.lang.Boolean\xcd r\x80\xd5\x9c\xfa\xee\x02\x00\x01Z\x00\x05valuexp\x00w\t\x00\x07SERVICEt\x00\x0e[smsip, mmtel]w\x0e\x00\x0cERROR_REASONt\x00\x02OKw\x08\x00\x06VOWIFIq\x00~\x00\x06'",b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00',0,0,0,1,0,30000,1626401203632,0,1626401203642,0,0,0,0,0,-1,-1,
