package_name,sticker_name,thumbnail_resource_id,preview_resource_id,preview_resource_width,preview_resource_height,capture_resource_id,text1_left,text1_top,tex1t_width,text1_height,text1_is_editable,text1_is_vertical,text1_default_text,text1_type,text1_font_size,text1_font,text1_color,text1_h_align,text1_v_align,text2_left,text2_top,text2_width,text2_height,text2_is_editable,text2_is_vertical,text2_default_text,text2_type,text2_font_size,text2_font,text2_color,text2_h_align,text2_v_align,description,sub_order
com.samsung.android.app.camera.sticker.stamp.preload,samsung,2131231976,2131231975,286,46,0,1.0,15.0,284.0,31.0,false,false,,25,25.0,8,16448250,1,2,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Galaxy logo,1
com.samsung.android.app.camera.sticker.stamp.preload,calendar,2131231600,2131231601,240,240,0,60.0,90.0,120.0,64.0,false,false,,26,98.0,9,16448250,2,2,60.0,170.0,120.0,20.0,false,false,,27,22.0,9,16448250,2,2,Today's date on a tear off calendar,2
com.samsung.android.app.camera.sticker.stamp.preload,time_a,2131232232,2131232233,240,240,0,1.0,78.0,238.0,30.0,false,false,,27,46.0,7,16448250,2,2,1.0,130.0,238.0,30.0,false,false,,29,46.0,7,16448250,2,2,Day of the week above today's date,3
com.samsung.android.app.camera.sticker.stamp.preload,awesome,2131231583,2131231584,120,60,2131231585,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Awesome written in jagged font,4
com.samsung.android.app.camera.sticker.stamp.preload,bestfriend,2131231588,2131231589,120,120,2131231590,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Best friend written in bubble font,5
com.samsung.android.app.camera.sticker.stamp.preload,cheers,2131231626,2131231627,120,60,2131231628,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Cheers in handwriting,6
com.samsung.android.app.camera.sticker.stamp.preload,cheerup,2131231629,2131231630,120,60,2131231631,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Cheer up written with shadow font,7
com.samsung.android.app.camera.sticker.stamp.preload,congratulations,2131231653,2131231654,120,120,2131231655,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Congratulations banner above head and birthday cake,8
com.samsung.android.app.camera.sticker.stamp.preload,cool,2131231658,2131231659,120,120,2131231660,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Cool written above radiating lines,9
com.samsung.android.app.camera.sticker.stamp.preload,darling,2131231662,2131231663,120,120,2131231664,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Darling written in front of heart,10
com.samsung.android.app.camera.sticker.stamp.preload,delicious,2131231666,2131231667,120,120,2131231668,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Delicious written between two hamburger buns,11
com.samsung.android.app.camera.sticker.stamp.preload,enjoythemoment,2131231677,2131231678,120,120,2131231679,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Enjoy the moment written and underlined,12
com.samsung.android.app.camera.sticker.stamp.preload,friday,2131231694,2131231695,120,60,2131231696,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Friday written with exclamation mark,13
com.samsung.android.app.camera.sticker.stamp.preload,goodbye,2131231708,2131231709,120,120,2131231710,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Good bye on banner over square,14
com.samsung.android.app.camera.sticker.stamp.preload,goodjob,2131231711,2131231712,120,120,2131231713,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Good job written in fancy font,15
com.samsung.android.app.camera.sticker.stamp.preload,goodmorning,2131231714,2131231715,120,120,2131231716,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Good morning written under rising sun,16
com.samsung.android.app.camera.sticker.stamp.preload,goodnight,2131231717,2131231718,120,120,2131231719,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Good night written on banner hanging from moon,17
com.samsung.android.app.camera.sticker.stamp.preload,halloween,2131231723,2131231724,120,60,2131231725,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Halloween written with ghost coming from A,18
com.samsung.android.app.camera.sticker.stamp.preload,happyanniversary,2131231726,2131231727,120,120,2131231728,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Happy written above banner that says anniversary,19
com.samsung.android.app.camera.sticker.stamp.preload,happybirthdaytoyou,2131231729,2131231730,120,120,2131231731,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Happy birthday to you written inside circle,20
com.samsung.android.app.camera.sticker.stamp.preload,happynewyear,2131231732,2131231733,120,120,2131231734,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Happy New Year written in circle,21
com.samsung.android.app.camera.sticker.stamp.preload,happyvalentines,2131231735,2131231736,120,120,2131231737,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Happy Valentine's written inside ornate design,22
com.samsung.android.app.camera.sticker.stamp.preload,haveaniceday,2131231738,2131231739,120,120,2131231740,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Have a nice day written inside diamond,23
com.samsung.android.app.camera.sticker.stamp.preload,hello,2131231742,2131231743,120,60,2131231744,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Hello written in art deco font,24
com.samsung.android.app.camera.sticker.stamp.preload,help,2131231745,2131231746,120,60,2131231747,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Help written in bold font,25
com.samsung.android.app.camera.sticker.stamp.preload,holiday,2131231749,2131231750,120,60,2131231751,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Holiday written in large font,26
com.samsung.android.app.camera.sticker.stamp.preload,icecream,2131231780,2131231781,120,120,2131231782,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,Ice cream written in form of ice cream with cherry on top,27
com.samsung.android.app.camera.sticker.stamp.preload,iloveyou,2131231783,2131231784,120,120,2131231785,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,false,false,,0,0.0,0,0,0,0,I love you on banner in front of heart,28
