start_time,end_time,uptime,cputime,process_name,uid,pid,process_usage
1626731752672,1626732961752,300113,2354520,com.android.systemui,10060,1995,9130
1626732961752,1626733278798,300145,2359910,system_server,1000,1100,41930
1626732961752,1626733278798,300145,2359910,surfaceflinger,1000,989,25600
1626732961752,1626733278798,300145,2359910,com.samsung.android.honeyboard,10260,5105,18490
1626732961752,1626733278798,300145,2359910,com.samsung.android.messaging,10136,3068,12870
1626732961752,1626733278798,300145,2359910,com.android.systemui,10060,1995,10430
1626733278798,1626733676107,300219,2370970,com.zhiliaoapp.musically,10302,5250,122620
1626733278798,1626733676107,300219,2370970,surfaceflinger,1000,989,57980
1626733278798,1626733676107,300219,2370970,system_server,1000,1100,35240
1626733278798,1626733676107,300219,2370970,audioserver,1041,966,27660
1626733278798,1626733676107,300219,2370970,android.hardware.graphics.composer@2.4-service,1000,855,21430
1626733676107,1626734407817,300217,2376750,com.zhiliaoapp.musically,10302,5250,158470
1626733676107,1626734407817,300217,2376750,surfaceflinger,1000,989,56750
1626733676107,1626734407817,300217,2376750,audioserver,1041,966,32010
1626733676107,1626734407817,300217,2376750,system_server,1000,1100,30790
1626733676107,1626734407817,300217,2376750,android.hardware.graphics.composer@2.4-service,1000,855,23720
1626734407817,1626736454619,300206,2379520,system_server,1000,1100,19850
1626734407817,1626736454619,300206,2379520,android.system.suspend@1.0-service,1000,706,9120
1626734407817,1626736454619,300206,2379520,com.android.systemui,10060,1995,3760
1626734407817,1626736454619,300206,2379520,ueventd,0,593,3640
1626734407817,1626736454619,300206,2379520,kworker/u16:7,0,19005,3430
1626736454619,1626741836946,300180,2358230,system_server,1000,1100,43110
1626736454619,1626741836946,300180,2358230,surfaceflinger,1000,989,18790
1626736454619,1626741836946,300180,2358230,android.system.suspend@1.0-service,1000,706,16320
1626736454619,1626741836946,300180,2358230,com.android.systemui,10060,1995,6750
1626736454619,1626741836946,300180,2358230,ueventd,0,593,6610
1626741836946,1626742622090,300156,2363950,system_server,1000,1100,33990
1626741836946,1626742622090,300156,2363950,surfaceflinger,1000,989,15740
1626741836946,1626742622090,300156,2363950,com.android.systemui,10060,1995,9250
1626741836946,1626742622090,300156,2363950,com.samsung.android.messaging,10136,3068,8970
1626741836946,1626742622090,300156,2363950,com.cargurus.mobileApp,10327,27111,6190
1626742622090,1626742922288,300199,2360740,system_server,1000,1100,30020
1626742622090,1626742922288,300199,2360740,surfaceflinger,1000,989,24630
1626742622090,1626742922288,300199,2360740,com.samsung.android.messaging,10136,3068,19710
1626742622090,1626742922288,300199,2360740,com.samsung.android.honeyboard,10260,5105,17830
1626742622090,1626742922288,300199,2360740,com.android.systemui,10060,1995,8640
1626742922288,1626743222458,300169,2364250,system_server,1000,1100,42770
1626742922288,1626743222458,300169,2364250,com.android.systemui,10060,1995,17690
1626742922288,1626743222458,300169,2364250,surfaceflinger,1000,989,15810
1626742922288,1626743222458,300169,2364250,com.samsung.android.messaging,10136,3068,6670
1626742922288,1626743222458,300169,2364250,com.instagram.android,10300,1498,5710
1626743222458,1626743522667,300209,2362760,system_server,1000,1100,45620
1626743222458,1626743522667,300209,2362760,surfaceflinger,1000,989,16270
1626743222458,1626743522667,300209,2362760,com.android.systemui,10060,1995,12770
1626743222458,1626743522667,300209,2362760,com.samsung.android.messaging,10136,3068,9950
1626743222458,1626743522667,300209,2362760,com.samsung.android.honeyboard,10260,5105,7050
1626743522667,1626743822909,300242,2374750,system_server,1000,1100,15610
1626743522667,1626743822909,300242,2374750,com.android.systemui,10060,1995,6840
1626743522667,1626743822909,300242,2374750,com.instagram.android,10300,1498,5950
1626743522667,1626743822909,300242,2374750,com.zhiliaoapp.musically,10302,5250,4820
1626743522667,1626743822909,300242,2374750,kworker/u16:3,0,31896,4320
1626743822909,1626744123130,300221,2373560,system_server,1000,1100,22120
1626743822909,1626744123130,300221,2373560,com.google.android.gm,10189,32115,11090
1626743822909,1626744123130,300221,2373560,com.android.systemui,10060,1995,6910
1626743822909,1626744123130,300221,2373560,com.instagram.android,10300,1498,6100
1626743822909,1626744123130,300221,2373560,com.zhiliaoapp.musically,10302,5250,5110
1626744123130,1626744423241,300111,2371910,system_server,1000,1100,19730
1626744123130,1626744423241,300111,2371910,com.android.systemui,10060,1995,6750
1626744123130,1626744423241,300111,2371910,com.instagram.android,10300,1498,5930
1626744123130,1626744423241,300111,2371910,com.google.android.gm,10189,32115,5090
1626744123130,1626744423241,300111,2371910,com.zhiliaoapp.musically,10302,5250,4930
1626744423241,1626744723401,300160,2371180,com.google.android.gm,10189,32115,70720
1626744423241,1626744723401,300160,2371180,com.upside.consumer.android,10312,4531,18860
1626744423241,1626744723401,300160,2371180,system_server,1000,1100,18320
1626744423241,1626744723401,300160,2371180,com.google.android.gms:snet,10103,5023,16800
1626744423241,1626744723401,300160,2371180,com.google.android.gms,10103,7441,13950
1626744723401,1626745023573,300172,2371980,com.upside.consumer.android,10312,4531,19930
1626744723401,1626745023573,300172,2371980,system_server,1000,1100,15460
1626744723401,1626745023573,300172,2371980,com.android.systemui,10060,1995,6630
1626744723401,1626745023573,300172,2371980,com.instagram.android,10300,1498,6210
1626744723401,1626745023573,300172,2371980,com.zhiliaoapp.musically,10302,5250,5130
1626745023573,1626745481587,300219,2361570,system_server,1000,1100,32850
1626745023573,1626745481587,300219,2361570,com.upside.consumer.android,10312,4531,19430
1626745023573,1626745481587,300219,2361570,android.system.suspend@1.0-service,1000,706,15190
1626745023573,1626745481587,300219,2361570,com.android.systemui,10060,1995,9710
1626745023573,1626745481587,300219,2361570,ueventd,0,593,6730
1626745481587,1626746399370,300159,2336680,android.system.suspend@1.0-service,1000,706,46550
1626745481587,1626746399370,300159,2336680,system_server,1000,1100,38620
1626745481587,1626746399370,300159,2336680,ueventd,0,593,18780
1626745481587,1626746399370,300159,2336680,com.upside.consumer.android,10312,4531,15960
1626745481587,1626746399370,300159,2336680,com.android.systemui,10060,1995,13140
1626746399370,1626748914911,300146,2337390,android.system.suspend@1.0-service,1000,706,41460
1626746399370,1626748914911,300146,2337390,system_server,1000,1100,28670
1626746399370,1626748914911,300146,2337390,surfaceflinger,1000,989,20880
1626746399370,1626748914911,300146,2337390,ueventd,0,593,14780
1626746399370,1626748914911,300146,2337390,com.cargurus.mobileApp,10327,27111,12300
1626748914911,1626749215124,300212,2347710,com.cargurus.mobileApp,10327,27111,80000
1626748914911,1626749215124,300212,2347710,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,10327,27585,59590
1626748914911,1626749215124,300212,2347710,surfaceflinger,1000,989,38930
1626748914911,1626749215124,300212,2347710,system_server,1000,1100,27670
1626748914911,1626749215124,300212,2347710,android.hardware.graphics.composer@2.4-service,1000,855,7770
1626749215124,1626749515222,300098,2345180,com.cargurus.mobileApp,10327,27111,89010
1626749215124,1626749515222,300098,2345180,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,10327,27585,82600
1626749215124,1626749515222,300098,2345180,surfaceflinger,1000,989,39800
1626749215124,1626749515222,300098,2345180,system_server,1000,1100,25440
1626749215124,1626749515222,300098,2345180,android.hardware.graphics.composer@2.4-service,1000,855,8160
1626749515222,1626749815425,300203,2345130,com.cargurus.mobileApp,10327,27111,99650
1626749515222,1626749815425,300203,2345130,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,10327,27585,80560
1626749515222,1626749815425,300203,2345130,surfaceflinger,1000,989,43820
1626749515222,1626749815425,300203,2345130,system_server,1000,1100,25280
1626749515222,1626749815425,300203,2345130,android.hardware.graphics.composer@2.4-service,1000,855,10320
1626749815425,1626751108478,300114,2366370,com.cargurus.mobileApp,10327,27111,29560
1626749815425,1626751108478,300114,2366370,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,10327,27585,23580
1626749815425,1626751108478,300114,2366370,system_server,1000,1100,17390
1626749815425,1626751108478,300114,2366370,surfaceflinger,1000,989,13830
1626749815425,1626751108478,300114,2366370,android.system.suspend@1.0-service,1000,706,6900
1626751108478,1626755800732,300229,2370140,system_server,1000,1100,26040
1626751108478,1626755800732,300229,2370140,android.system.suspend@1.0-service,1000,706,20440
1626751108478,1626755800732,300229,2370140,ueventd,0,593,7320
1626751108478,1626755800732,300229,2370140,com.google.android.gms.persistent,10103,25238,3350
1626751108478,1626755800732,300229,2370140,com.google.android.gms,10103,7441,2780
1626755800732,1626761119602,300198,2380660,system_server,1000,1100,19110
1626755800732,1626761119602,300198,2380660,android.system.suspend@1.0-service,1000,706,9740
1626755800732,1626761119602,300198,2380660,ueventd,0,593,3770
1626755800732,1626761119602,300198,2380660,com.google.android.gms.persistent,10103,25238,3250
1626755800732,1626761119602,300198,2380660,com.sec.android.sdhms,1000,4296,2450
1626761119602,1626767486625,300240,2367430,system_server,1000,1100,33240
1626761119602,1626767486625,300240,2367430,android.system.suspend@1.0-service,1000,706,24160
1626761119602,1626767486625,300240,2367430,com.android.vending,10119,14349,17490
1626761119602,1626767486625,300240,2367430,com.google.android.gms,10103,7441,8840
1626761119602,1626767486625,300240,2367430,ueventd,0,593,8160
1626767486625,1626778346690,300214,2373980,system_server,1000,1100,32540
1626767486625,1626778346690,300214,2373980,android.system.suspend@1.0-service,1000,706,16080
1626767486625,1626778346690,300214,2373980,com.google.android.gms.persistent,10103,25238,5950
1626767486625,1626778346690,300214,2373980,ueventd,0,593,5240
1626767486625,1626778346690,300214,2373980,com.sec.android.sdhms,1000,4296,4010
1626778346690,1626791784582,300348,2369900,system_server,1000,1100,23460
1626778346690,1626791784582,300348,2369900,android.system.suspend@1.0-service,1000,706,23250
1626778346690,1626791784582,300348,2369900,ueventd,0,593,7730
1626778346690,1626791784582,300348,2369900,com.sec.android.sdhms,1000,4296,4450
1626778346690,1626791784582,300348,2369900,com.zhiliaoapp.musically,10302,5250,3090
1626791784582,1626797176077,300198,2364530,system_server,1000,1100,33580
1626791784582,1626797176077,300198,2364530,android.system.suspend@1.0-service,1000,706,27170
1626791784582,1626797176077,300198,2364530,com.google.android.gms.persistent,10103,25238,13760
1626791784582,1626797176077,300198,2364530,ueventd,0,593,8940
1626791784582,1626797176077,300198,2364530,com.android.systemui,10060,1995,3660
1626797176077,1626802164600,300162,2363140,system_server,1000,1100,34390
1626797176077,1626802164600,300162,2363140,android.system.suspend@1.0-service,1000,706,23530
1626797176077,1626802164600,300162,2363140,com.google.android.gms.persistent,10103,25238,16770
1626797176077,1626802164600,300162,2363140,ueventd,0,593,7660
1626797176077,1626802164600,300162,2363140,android.hardware.sensors@2.0-service.multihal,1000,859,3660
1626802164600,1626802580392,300215,2364190,system_server,1000,1100,60510
1626802164600,1626802580392,300215,2364190,com.google.android.gms.persistent,10103,25238,50540
1626802164600,1626802580392,300215,2364190,android.hardware.sensors@2.0-service.multihal,1000,859,37780
1626802164600,1626802580392,300215,2364190,com.sec.location.nsflp2,5013,3188,13080
1626802164600,1626802580392,300215,2364190,qrtr_rx,0,878,10380
1626802580392,1626806666273,300204,2356880,system_server,1000,1100,41490
1626802580392,1626806666273,300204,2356880,android.system.suspend@1.0-service,1000,706,24100
1626802580392,1626806666273,300204,2356880,surfaceflinger,1000,989,11990
1626802580392,1626806666273,300204,2356880,com.google.android.gms.persistent,10103,25238,10410
1626802580392,1626806666273,300204,2356880,com.android.vending,10119,17262,8440
1626806666273,1626807665721,300166,2360570,system_server,1000,1100,53180
1626806666273,1626807665721,300166,2360570,com.android.systemui,10060,1995,25550
1626806666273,1626807665721,300166,2360570,surfaceflinger,1000,989,16930
1626806666273,1626807665721,300166,2360570,android.system.suspend@1.0-service,1000,706,14620
1626806666273,1626807665721,300166,2360570,com.google.android.gms.persistent,10103,25238,11730
1626807665721,1626807971163,300495,2361360,vendor.samsung.hardware.camera.provider@4.0-service,1047,891,184930
1626807665721,1626807971163,300495,2361360,surfaceflinger,1000,989,43070
1626807665721,1626807971163,300495,2361360,system_server,1000,1100,39130
1626807665721,1626807971163,300495,2361360,audioserver,1041,966,26070
1626807665721,1626807971163,300495,2361360,media.codec,1046,1174,23450
1626807971163,1626810953319,300187,2360540,android.system.suspend@1.0-service,1000,706,30500
1626807971163,1626810953319,300187,2360540,system_server,1000,1100,29130
1626807971163,1626810953319,300187,2360540,com.google.android.gms.persistent,10103,25238,11410
1626807971163,1626810953319,300187,2360540,ueventd,0,593,10350
1626807971163,1626810953319,300187,2360540,android.hardware.sensors@2.0-service.multihal,1000,859,3100
1626810953319,1626812239148,300202,2363370,system_server,1000,1100,47400
1626810953319,1626812239148,300202,2363370,surfaceflinger,1000,989,16570
1626810953319,1626812239148,300202,2363370,android.system.suspend@1.0-service,1000,706,14730
1626810953319,1626812239148,300202,2363370,com.android.systemui,10060,1995,11610
1626810953319,1626812239148,300202,2363370,com.google.android.gms.persistent,10103,25238,10560
1626812239148,1626813102157,300170,2357380,system_server,1000,1100,42770
1626812239148,1626813102157,300170,2357380,surfaceflinger,1000,989,22800
1626812239148,1626813102157,300170,2357380,com.instagram.android,10300,1498,19020
1626812239148,1626813102157,300170,2357380,com.samsung.android.honeyboard,10260,5105,11940
1626812239148,1626813102157,300170,2357380,com.android.systemui,10060,1995,11850
1626813102157,1626814288476,300161,2360590,system_server,1000,1100,45230
1626813102157,1626814288476,300161,2360590,surfaceflinger,1000,989,22730
1626813102157,1626814288476,300161,2360590,com.twitter.android,10306,5943,17850
1626813102157,1626814288476,300161,2360590,com.android.systemui,10060,1995,15200
1626813102157,1626814288476,300161,2360590,com.instagram.android,10300,1498,11150
1626814288476,1626820671187,300154,2368840,system_server,1000,1100,35460
1626814288476,1626820671187,300154,2368840,com.google.android.gms.persistent,10103,25238,14850
1626814288476,1626820671187,300154,2368840,android.system.suspend@1.0-service,1000,706,14560
1626814288476,1626820671187,300154,2368840,vendor.samsung.hardware.biometrics.fingerprint@3.0-service,1000,1251,7050
1626814288476,1626820671187,300154,2368840,ueventd,0,593,5180
1626820671187,1626827417163,300249,2372440,system_server,1000,1100,20930
1626820671187,1626827417163,300249,2372440,android.system.suspend@1.0-service,1000,706,18210
1626820671187,1626827417163,300249,2372440,ueventd,0,593,6400
1626820671187,1626827417163,300249,2372440,com.google.android.gms.persistent,10103,25238,3610
1626820671187,1626827417163,300249,2372440,com.sec.android.sdhms,1000,4296,3180
1626827417163,1626833660224,300188,2373580,system_server,1000,1100,20940
1626827417163,1626833660224,300188,2373580,android.system.suspend@1.0-service,1000,706,14080
1626827417163,1626833660224,300188,2373580,ueventd,0,593,5130
1626827417163,1626833660224,300188,2373580,kworker/u16:3,0,30176,3560
1626827417163,1626833660224,300188,2373580,com.sec.android.sdhms,1000,4296,3070
1626833660224,1626835623187,300374,2368850,system_server,1000,1100,36910
1626833660224,1626835623187,300374,2368850,com.instagram.android,10300,1498,12900
1626833660224,1626835623187,300374,2368850,android.system.suspend@1.0-service,1000,706,12860
1626833660224,1626835623187,300374,2368850,surfaceflinger,1000,989,7270
1626833660224,1626835623187,300374,2368850,com.google.android.gms.persistent,10103,10127,5920
1626835623187,1626838447649,300173,2378210,system_server,1000,1100,29660
1626835623187,1626838447649,300173,2378210,com.google.android.gms.persistent,10103,10127,12830
1626835623187,1626838447649,300173,2378210,android.system.suspend@1.0-service,1000,706,9950
1626835623187,1626838447649,300173,2378210,com.google.android.gms,10103,19409,8090
1626835623187,1626838447649,300173,2378210,kworker/u16:4,0,21880,3880
1626838447649,1626847527979,300228,2368430,system_server,1000,1100,27560
1626838447649,1626847527979,300228,2368430,android.system.suspend@1.0-service,1000,706,20260
1626838447649,1626847527979,300228,2368430,ueventd,0,593,6830
1626838447649,1626847527979,300228,2368430,com.google.android.gms.persistent,10103,10127,4070
1626838447649,1626847527979,300228,2368430,com.sec.android.sdhms,1000,4296,3560
1626847527979,1626852293569,300589,2378370,system_server,1000,1100,19360
1626847527979,1626852293569,300589,2378370,android.system.suspend@1.0-service,1000,706,11570
1626847527979,1626852293569,300589,2378370,ueventd,0,593,4060
1626847527979,1626852293569,300589,2378370,kworker/u16:1,0,20387,3870
1626847527979,1626852293569,300589,2378370,com.google.android.gms.persistent,10103,10127,3440
1626852293569,1626865049546,300169,2364580,system_server,1000,1100,39050
1626852293569,1626865049546,300169,2364580,android.system.suspend@1.0-service,1000,706,25980
1626852293569,1626865049546,300169,2364580,com.android.vending,10119,16590,19320
1626852293569,1626865049546,300169,2364580,com.google.android.gms,10103,19409,17280
1626852293569,1626865049546,300169,2364580,ueventd,0,593,8570
1626865049546,1626876306519,300176,2361910,system_server,1000,1100,35700
1626865049546,1626876306519,300176,2361910,android.system.suspend@1.0-service,1000,706,26470
1626865049546,1626876306519,300176,2361910,ueventd,0,593,8410
1626865049546,1626876306519,300176,2361910,com.google.android.gms.persistent,10103,10127,6720
1626865049546,1626876306519,300176,2361910,com.sec.android.sdhms,1000,4296,4350
1626876306519,1626877626931,300252,2364480,system_server,1000,1100,48780
1626876306519,1626877626931,300252,2364480,com.google.android.gms.persistent,10103,10127,38570
1626876306519,1626877626931,300252,2364480,android.hardware.sensors@2.0-service.multihal,1000,859,28360
1626876306519,1626877626931,300252,2364480,com.sec.location.nsflp2,5013,3188,9930
1626876306519,1626877626931,300252,2364480,android.system.suspend@1.0-service,1000,706,7900
1626877626931,1626878501173,300207,2359290,system_server,1000,1100,56400
1626877626931,1626878501173,300207,2359290,surfaceflinger,1000,989,22040
1626877626931,1626878501173,300207,2359290,com.google.android.gms.persistent,10103,10127,20420
1626877626931,1626878501173,300207,2359290,com.android.systemui,10060,1995,16860
1626877626931,1626878501173,300207,2359290,android.hardware.sensors@2.0-service.multihal,1000,859,12850
1626878501173,1626879130507,300225,2359790,system_server,1000,1100,26620
1626878501173,1626879130507,300225,2359790,android.system.suspend@1.0-service,1000,706,18170
1626878501173,1626879130507,300225,2359790,com.android.systemui,10060,1995,12390
1626878501173,1626879130507,300225,2359790,com.instagram.android,10300,1498,8010
1626878501173,1626879130507,300225,2359790,surfaceflinger,1000,989,7180
1626879130507,1626879820142,300215,2356870,system_server,1000,1100,45780
1626879130507,1626879820142,300215,2356870,android.system.suspend@1.0-service,1000,706,20420
1626879130507,1626879820142,300215,2356870,com.android.systemui,10060,1995,11560
1626879130507,1626879820142,300215,2356870,ueventd,0,593,7860
1626879130507,1626879820142,300215,2356870,com.instagram.android,10300,1498,7500
1626879820142,1626880572664,300115,2353690,system_server,1000,1100,33300
1626879820142,1626880572664,300115,2353690,android.system.suspend@1.0-service,1000,706,25120
1626879820142,1626880572664,300115,2353690,com.upside.consumer.android,10312,26095,17660
1626879820142,1626880572664,300115,2353690,com.android.systemui,10060,1995,10210
1626879820142,1626880572664,300115,2353690,ueventd,0,593,9960
1626880572664,1626881486956,300393,2348760,android.system.suspend@1.0-service,1000,706,35170
1626880572664,1626881486956,300393,2348760,com.upside.consumer.android,10312,26095,20100
1626880572664,1626881486956,300393,2348760,system_server,1000,1100,16310
1626880572664,1626881486956,300393,2348760,ueventd,0,593,14930
1626880572664,1626881486956,300393,2348760,com.instagram.android,10300,1498,7090
1626881486956,1626882379262,300457,2340520,android.system.suspend@1.0-service,1000,706,46730
1626881486956,1626882379262,300457,2340520,system_server,1000,1100,22930
1626881486956,1626882379262,300457,2340520,com.upside.consumer.android,10312,26095,20160
1626881486956,1626882379262,300457,2340520,ueventd,0,593,19600
1626881486956,1626882379262,300457,2340520,com.android.phone,1001,1961,6940
1626882379262,1626883088105,300189,2347540,android.system.suspend@1.0-service,1000,706,32030
1626882379262,1626883088105,300189,2347540,com.upside.consumer.android,10312,26095,20200
1626882379262,1626883088105,300189,2347540,system_server,1000,1100,19700
1626882379262,1626883088105,300189,2347540,ueventd,0,593,12760
1626882379262,1626883088105,300189,2347540,com.instagram.android,10300,1498,7300
1626883088105,1626884147079,300186,2362430,system_server,1000,1100,42710
1626883088105,1626884147079,300186,2362430,surfaceflinger,1000,989,18130
1626883088105,1626884147079,300186,2362430,com.android.systemui,10060,1995,15880
1626883088105,1626884147079,300186,2362430,com.upside.consumer.android,10312,26095,13020
1626883088105,1626884147079,300186,2362430,android.system.suspend@1.0-service,1000,706,10210
1626884147079,1626884447276,300197,2328790,surfaceflinger,1000,989,60840
1626884147079,1626884447276,300197,2328790,system_server,1000,1100,23020
1626884147079,1626884447276,300197,2328790,media.codec,1046,1174,19320
1626884147079,1626884447276,300197,2328790,audioserver,1041,966,16150
1626884147079,1626884447276,300197,2328790,android.hardware.graphics.composer@2.4-service,1000,855,12970
1626884447276,1626884747471,300195,2320950,com.google.android.youtube,10246,31834,103430
1626884447276,1626884747471,300195,2320950,surfaceflinger,1000,989,70280
1626884447276,1626884747471,300195,2320950,media.codec,1046,1174,24040
1626884447276,1626884747471,300195,2320950,audioserver,1041,966,20310
1626884447276,1626884747471,300195,2320950,system_server,1000,1100,17010
1626884747471,1626885047655,300184,2324910,com.google.android.youtube,10246,31834,97460
1626884747471,1626885047655,300184,2324910,surfaceflinger,1000,989,69890
1626884747471,1626885047655,300184,2324910,media.codec,1046,1174,23970
1626884747471,1626885047655,300184,2324910,audioserver,1041,966,20480
1626884747471,1626885047655,300184,2324910,com.upside.consumer.android,10312,32695,17610
1626885047655,1626885347869,300214,2322460,com.google.android.youtube,10246,31834,102550
1626885047655,1626885347869,300214,2322460,surfaceflinger,1000,989,70370
1626885047655,1626885347869,300214,2322460,media.codec,1046,1174,23950
1626885047655,1626885347869,300214,2322460,audioserver,1041,966,20480
1626885047655,1626885347869,300214,2322460,com.upside.consumer.android,10312,32695,17680
1626885347869,1626885647969,300100,2326940,com.google.android.youtube,10246,31834,105660
1626885347869,1626885647969,300100,2326940,surfaceflinger,1000,989,71540
1626885347869,1626885647969,300100,2326940,media.codec,1046,1174,25210
1626885347869,1626885647969,300100,2326940,audioserver,1041,966,18940
1626885347869,1626885647969,300100,2326940,com.upside.consumer.android,10312,32695,18600
1626885647969,1626885948195,300226,2322760,com.google.android.youtube,10246,31834,107670
1626885647969,1626885948195,300226,2322760,surfaceflinger,1000,989,74630
1626885647969,1626885948195,300226,2322760,media.codec,1046,1174,25630
1626885647969,1626885948195,300226,2322760,system_server,1000,1100,21360
1626885647969,1626885948195,300226,2322760,audioserver,1041,966,18950
1626885948195,1626886248394,300199,2325880,com.google.android.youtube,10246,31834,104170
1626885948195,1626886248394,300199,2325880,surfaceflinger,1000,989,70350
1626885948195,1626886248394,300199,2325880,media.codec,1046,1174,23730
1626885948195,1626886248394,300199,2325880,audioserver,1041,966,20240
1626885948195,1626886248394,300199,2325880,com.upside.consumer.android,10312,32695,17890
1626886248394,1626886548555,300161,2348260,com.google.android.youtube,10246,31834,56500
1626886248394,1626886548555,300161,2348260,surfaceflinger,1000,989,41830
1626886248394,1626886548555,300161,2348260,system_server,1000,1100,21900
1626886248394,1626886548555,300161,2348260,com.upside.consumer.android,10312,32695,18680
1626886248394,1626886548555,300161,2348260,media.codec,1046,1174,11300
1626886548555,1626886848773,300217,2376530,com.upside.consumer.android,10312,32695,18150
1626886548555,1626886848773,300217,2376530,system_server,1000,1100,9940
1626886548555,1626886848773,300217,2376530,com.instagram.android,10300,1498,8090
1626886548555,1626886848773,300217,2376530,com.zhiliaoapp.musically,10302,5250,4500
1626886548555,1626886848773,300217,2376530,com.android.phone,1001,1961,3460
1626886848773,1626887148956,300184,2375970,com.upside.consumer.android,10312,32695,18370
1626886848773,1626887148956,300184,2375970,com.instagram.android,10300,1498,8010
1626886848773,1626887148956,300184,2375970,system_server,1000,1100,7950
1626886848773,1626887148956,300184,2375970,com.zhiliaoapp.musically,10302,5250,4150
1626886848773,1626887148956,300184,2375970,kworker/u16:6,0,4530,3220
1626887148956,1626887449155,300199,2376560,com.instagram.android,10300,1498,8210
1626887148956,1626887449155,300199,2376560,system_server,1000,1100,7990
1626887148956,1626887449155,300199,2376560,com.zhiliaoapp.musically,10302,5250,4060
1626887148956,1626887449155,300199,2376560,kworker/u16:6,0,4530,3290
1626887148956,1626887449155,300199,2376560,com.android.phone,1001,1961,3090
1626887449155,1626887749346,300191,2377180,com.instagram.android,10300,1498,8320
1626887449155,1626887749346,300191,2377180,system_server,1000,1100,6060
1626887449155,1626887749346,300191,2377180,com.zhiliaoapp.musically,10302,5250,4580
1626887449155,1626887749346,300191,2377180,kworker/u16:0,0,5796,3230
1626887449155,1626887749346,300191,2377180,com.facebook.katana,10229,5035,2690
1626887749346,1626888049516,300170,2377130,system_server,1000,1100,8390
