_id,_data,_size,format,parent,date_added,date_modified,mime_type,title,description,_display_name,picasa_id,orientation,latitude,longitude,datetaken,mini_thumb_magic,bucket_id,bucket_display_name,isprivate,title_key,artist_id,album_id,composer,track,year,is_ringtone,is_music,is_alarm,is_notification,is_podcast,album_artist,duration,bookmark,artist,album,resolution,tags,category,language,mini_thumb_data,name,media_type,old_id,is_drm,width,height,title_resource_uri,owner_package_name,color_standard,color_transfer,color_range,_hash,is_pending,is_download,download_uri,referer_uri,is_audiobook,date_expires,is_trashed,group_id,primary_directory,secondary_directory,document_id,instance_id,original_document_id,relative_path,volume_name,artist_key,album_key,genre,genre_key,genre_id,author,bitrate,capture_framerate,cd_track_number,compilation,disc_number,is_favorite,num_tracks,writer,exposure_time,f_number,iso,scene_capture_type,generation_added,generation_modified,xmp,_transcode_status,_video_codec_type,_modifier
2,/storage/emulated,,12289,1,,1611196541.0,,,,emulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
3,/storage/emulated/0,,12289,2,,1611196542.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
4,/storage/emulated/0/Music,,12289,3,,1611196542.0,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
5,/storage/emulated/0/Podcasts,,12289,3,,1611196542.0,,,,Podcasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
6,/storage/emulated/0/Ringtones,,12289,3,,1611196542.0,,,,Ringtones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
7,/storage/emulated/0/Alarms,,12289,3,,1611196542.0,,,,Alarms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
8,/storage/emulated/0/Notifications,,12289,3,,1611196542.0,,,,Notifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
9,/storage/emulated/0/Pictures,,12289,3,,1611196542.0,,,,Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
10,/storage/emulated/0/Movies,,12289,3,,1611196542.0,,,,Movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
11,/storage/emulated/0/Download,,12289,3,,1611196542.0,,,,Download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
12,/storage/emulated/0/DCIM,,12289,3,,1611196542.0,,,,DCIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
13,/storage/emulated/0/Documents,,12289,3,,1611196542.0,,,,Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
14,/storage/emulated/0/Audiobooks,,12289,3,,1611196542.0,,,,Audiobooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,0,0,,0,,0
15,/storage/emulated/0/Samsung,3488.0,12289,3,1617476968.0,1611196537.0,,Samsung,,Samsung,,,,,,,1389444597,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0,0,,,0,,0,,,,,,,/,external_primary,,,,,,,,,,,,0,,,,,,,3,3,,0,,0
16,/storage/emulated/0/Samsung/Music,3488.0,12289,15,1617476968.0,1611196537.0,,Music,,Music,,,,,,,-1488816672,Samsung,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0,0,,,0,,0,,,,,,,Samsung/,external_primary,,,,,,,,,,,,0,,,,,,,3,3,,0,,0
