eventId,timeStamp,eventType,className,instanceId,pkgId
111167,1626012872711,12,,0,338
111168,1626012872842,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111169,1626012873059,12,,0,198
111170,1626012876853,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111171,1626012985992,11,,0,427
111172,1626012985995,11,,0,443
111173,1626012985995,11,,0,374
111174,1626013242827,11,,0,477
111175,1626013244005,12,,0,477
111176,1626015998693,11,,0,346
111177,1626015998696,11,,0,198
111178,1626019908977,12,,0,344
111179,1626019965406,11,,0,247
111180,1626019965414,11,,0,323
111181,1626020187726,11,,0,429
111182,1626020187998,11,,0,316
111183,1626021984859,19,com.samsung.android.app.omcagent.process.download.DownloaderOMCIntentService,0,173
111184,1626021985078,12,,0,173
111185,1626021985866,20,com.samsung.android.app.omcagent.process.download.DownloaderOMCIntentService,0,173
111186,1626024832537,11,,0,427
111187,1626024832538,11,,0,443
111188,1626024832538,11,,0,374
111189,1626025287123,11,,0,477
111190,1626027387108,11,,0,427
111191,1626027537619,11,,0,443
111192,1626027537619,11,,0,374
111193,1626028443116,11,,0,346
111194,1626028443117,11,,0,198
111195,1626028723557,12,,0,338
111196,1626028723673,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111197,1626028723891,12,,0,198
111198,1626028724332,11,,0,247
111199,1626028724333,11,,0,323
111200,1626028727690,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111201,1626030434092,11,,0,346
111202,1626030434574,11,,0,198
111203,1626032509521,12,,0,344
111204,1626033836850,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111205,1626033837104,12,,0,45
111206,1626033839537,12,,0,487
111207,1626033839792,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111208,1626033840002,12,,0,198
111209,1626033843820,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111210,1626033844752,12,,0,331
111211,1626033845018,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111212,1626033845231,12,,0,198
111213,1626033845326,12,,0,331
111214,1626033849360,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111215,1626033849670,11,,0,332
111216,1626033849684,11,,0,332
111217,1626033851101,12,,0,402
111218,1626033857273,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111219,1626033857858,12,,0,45
111220,1626033972080,12,,0,323
111221,1626035887054,12,,0,338
111222,1626035887177,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111223,1626035887401,12,,0,198
111224,1626035891198,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111225,1626036977670,11,,0,427
111226,1626036977671,11,,0,443
111227,1626036977671,11,,0,374
111228,1626038166738,11,,0,247
111229,1626038166744,11,,0,323
111230,1626039846981,11,,0,346
111231,1626039847032,11,,0,198
111232,1626039847422,15,,0,1
111233,1626039847683,11,,0,389
111234,1626039848778,11,,0,247
111235,1626039848779,11,,0,323
111236,1626039849172,12,,0,337
111237,1626039852495,16,,0,1
111238,1626041950469,11,,0,427
111239,1626041950470,11,,0,374
111240,1626041950471,11,,0,443
111241,1626043397247,11,,0,247
111242,1626043397249,11,,0,323
111243,1626043589675,11,,0,332
111244,1626045198483,11,,0,346
111245,1626045198487,11,,0,198
111246,1626045204012,11,,0,332
111247,1626045384551,11,,0,374
111248,1626045384552,11,,0,389
111249,1626045384552,11,,0,427
111250,1626045384553,11,,0,443
111251,1626049527384,11,,0,427
111252,1626049527729,11,,0,374
111253,1626049527730,11,,0,443
111254,1626050610732,11,,0,420
111255,1626055126920,11,,0,341
111256,1626055127347,11,,0,247
111257,1626055127419,11,,0,323
111258,1626055128053,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111259,1626055128258,12,,0,45
111260,1626055128818,12,,0,338
111261,1626055128876,12,,0,338
111262,1626055129069,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111263,1626055129279,12,,0,198
111264,1626055131116,12,,0,331
111265,1626055131155,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111266,1626055131329,12,,0,331
111267,1626055131342,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111268,1626055131552,12,,0,198
111269,1626055132721,11,,0,477
111270,1626055133423,12,,0,331
111271,1626055133481,12,,0,331
111272,1626055135883,12,,0,331
111273,1626055137489,11,,0,332
111274,1626055139918,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111275,1626055148517,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111276,1626055964988,11,,0,427
111277,1626055964989,11,,0,374
111278,1626055964989,11,,0,443
111279,1626056828360,11,,0,427
111280,1626056828362,11,,0,374
111281,1626056828362,11,,0,443
111282,1626057166867,11,,0,332
111283,1626057702604,11,,0,330
111284,1626059268547,11,,0,346
111285,1626059268549,11,,0,198
111286,1626059785301,11,,0,346
111287,1626059785314,11,,0,198
111288,1626059785375,11,,0,332
111289,1626060157105,11,,0,332
111290,1626061133326,11,,0,385
111291,1626063415179,11,,0,427
111292,1626063415180,11,,0,374
111293,1626063415180,11,,0,443
111294,1626063841283,11,,0,420
111295,1626064133288,11,,0,427
111296,1626064133292,11,,0,374
111297,1626064133294,11,,0,443
111298,1626068898139,11,,0,341
111299,1626068898560,11,,0,247
111300,1626068898563,11,,0,323
111301,1626069004696,11,,0,477
111302,1626069547028,11,,0,346
111303,1626069547029,11,,0,374
111304,1626069547029,11,,0,385
111305,1626069547029,11,,0,454
111306,1626069547029,11,,0,324
111307,1626069547030,11,,0,330
111308,1626069547031,11,,0,427
111309,1626069547031,11,,0,443
111310,1626069547031,11,,0,198
111311,1626069548034,11,,0,247
111312,1626069548039,11,,0,323
111313,1626071413271,11,,0,427
111314,1626071413274,11,,0,374
111315,1626071413275,11,,0,443
111316,1626073332630,11,,0,427
111317,1626073332631,11,,0,374
111318,1626073332631,11,,0,443
111319,1626074186042,11,,0,332
111320,1626074200196,11,,0,324
111321,1626074200198,11,,0,346
111322,1626074200198,11,,0,198
111323,1626075110849,11,,0,332
111324,1626076582209,11,,0,346
111325,1626076582209,11,,0,198
111326,1626076627611,11,,0,247
111327,1626076627613,11,,0,323
111328,1626076647640,11,,0,247
111329,1626076647640,11,,0,323
111330,1626076648244,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111331,1626076648460,12,,0,45
111332,1626076652722,12,,0,331
111333,1626076652911,12,,0,331
111334,1626076653551,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111335,1626076653774,12,,0,198
111336,1626076657592,11,,0,429
111337,1626076657629,11,,0,477
111338,1626076657725,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111339,1626076659460,12,,0,331
111340,1626076659540,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111341,1626076659602,12,,0,331
111342,1626076659751,12,,0,198
111343,1626076663633,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111344,1626076664684,11,,0,454
111345,1626076667344,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111346,1626078684146,11,,0,427
111347,1626078684567,11,,0,443
111348,1626078684568,11,,0,374
111349,1626081097363,11,,0,450
111350,1626081447103,11,,0,346
111351,1626081447107,11,,0,198
111352,1626083522722,11,,0,247
111353,1626083522725,11,,0,323
111354,1626085200326,11,,0,427
111355,1626085200327,11,,0,374
111356,1626085200327,11,,0,443
111357,1626085884227,11,,0,427
111358,1626085884230,11,,0,443
111359,1626085884230,11,,0,374
111360,1626087941358,11,,0,324
111361,1626087941359,11,,0,346
111362,1626087941359,11,,0,198
111363,1626088651754,11,,0,324
111364,1626088651759,11,,0,346
111365,1626088651759,11,,0,198
111366,1626088664097,11,,0,332
111367,1626089562990,11,,0,429
111368,1626089563113,11,,0,477
111369,1626090073548,11,,0,332
111370,1626093522136,12,,0,338
111371,1626093522252,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111372,1626093522475,12,,0,198
111373,1626093522908,11,,0,247
111374,1626093522910,11,,0,323
111375,1626093526265,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111376,1626093896235,12,,0,148
111377,1626094432351,11,,0,450
111378,1626094886638,11,,0,346
111379,1626094886639,11,,0,198
111380,1626096050017,11,,0,346
111381,1626096050019,11,,0,198
111382,1626097830157,11,,0,341
111383,1626097831680,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111384,1626097831890,12,,0,45
111385,1626097832283,12,,0,331
111386,1626097832389,12,,0,331
111387,1626097832587,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111388,1626097832793,12,,0,198
111389,1626097833067,11,,0,477
111390,1626097833298,19,org.thoughtcrime.securesms.service.GenericForegroundService,0,336
111391,1626097833506,12,,0,336
111392,1626097833683,20,org.thoughtcrime.securesms.service.GenericForegroundService,0,336
111393,1626097833996,12,,0,472
111394,1626097834183,11,,0,332
111395,1626097836626,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111396,1626097840918,8,,0,323
111397,1626097852216,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111398,1626097852756,12,,0,45
111399,1626097854677,11,,0,427
111400,1626097854678,11,,0,443
111401,1626097854679,11,,0,374
111402,1626098781056,11,,0,324
111403,1626098781056,11,,0,346
111404,1626098781057,11,,0,198
111405,1626099045792,11,,0,332
111406,1626100285074,11,,0,427
111407,1626100285076,11,,0,374
111408,1626100285077,11,,0,443
111409,1626102761466,11,,0,332
111410,1626103627904,11,,0,324
111411,1626103627916,11,,0,346
111412,1626103627917,11,,0,198
111413,1626105036165,11,,0,332
111414,1626105126717,12,,0,338
111415,1626105127215,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111416,1626105127224,11,,0,429
111417,1626105127440,12,,0,198
111418,1626105131249,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111419,1626107032168,12,,0,344
111420,1626107339414,11,,0,345
111421,1626107417164,11,,0,346
111422,1626107417165,11,,0,198
111423,1626109071422,11,,0,341
111424,1626109285090,11,,0,247
111425,1626109285091,11,,0,323
111426,1626109287287,11,,0,477
111427,1626110128174,11,,0,477
111428,1626110129108,11,,0,247
111429,1626110129112,11,,0,323
111430,1626110129466,12,,0,477
111431,1626110185088,19,com.samsung.android.app.omcagent.process.download.DownloaderOMCIntentService,0,173
111432,1626110185300,12,,0,173
111433,1626110186341,20,com.samsung.android.app.omcagent.process.download.DownloaderOMCIntentService,0,173
111434,1626110871232,11,,0,346
111435,1626110871235,11,,0,198
111436,1626112163783,11,,0,332
111437,1626113728620,11,,0,427
111438,1626113728621,11,,0,374
111439,1626113728621,11,,0,443
111440,1626114008200,11,,0,332
111441,1626114987790,11,,0,427
111442,1626114987795,11,,0,374
111443,1626114987795,11,,0,443
111444,1626115117637,12,,0,338
111445,1626115117744,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111446,1626115117964,12,,0,198
111447,1626115121759,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111448,1626115528494,11,,0,324
111449,1626115528495,11,,0,346
111450,1626115528496,11,,0,198
111451,1626116829796,11,,0,332
111452,1626116994763,11,,0,429
111453,1626116994996,11,,0,247
111454,1626116995000,11,,0,323
111455,1626116998724,11,,0,332
111456,1626118233785,11,,0,324
111457,1626118233789,11,,0,346
111458,1626118233789,11,,0,198
111459,1626118677523,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111460,1626118677725,12,,0,45
111461,1626118679318,11,,0,332
111462,1626118681353,12,,0,331
111463,1626118681665,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111464,1626118681873,12,,0,198
111465,1626118682787,11,,0,316
111466,1626118682823,11,,0,332
111467,1626118685668,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111468,1626118687422,11,,0,247
111469,1626118687423,11,,0,323
111470,1626118696039,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111471,1626118696579,12,,0,45
111472,1626118881071,11,,0,345
111473,1626119633497,12,,0,344
111474,1626119874864,11,,0,346
111475,1626119874864,11,,0,198
111476,1626121691539,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111477,1626121691753,12,,0,198
111478,1626121691827,11,,0,345
111479,1626121692013,12,,0,331
111480,1626121696047,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111481,1626122135026,12,,0,334
111482,1626122942282,11,,0,323
111483,1626122942284,11,,0,332
111484,1626122981167,11,,0,332
111485,1626124253978,11,,0,332
111486,1626124997421,11,,0,324
111487,1626125484726,11,,0,324
111488,1626125484734,11,,0,346
111489,1626125484734,11,,0,198
111490,1626125486404,11,,0,316
111491,1626125567647,11,,0,247
111492,1626125971879,11,,0,332
111493,1626129361962,11,,0,247
111494,1626129361975,11,,0,323
111495,1626129362044,12,,0,338
111496,1626129362512,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111497,1626129362517,11,,0,429
111498,1626129362735,12,,0,198
111499,1626129366541,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111500,1626132592037,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111501,1626132592290,12,,0,45
111502,1626132592552,12,,0,331
111503,1626132592692,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111504,1626132592912,12,,0,198
111505,1626132595651,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111506,1626132596160,12,,0,45
111507,1626132596702,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111508,1626132685999,11,,0,345
111509,1626132686212,11,,0,247
111510,1626132686239,11,,0,323
111511,1626132999248,11,,0,247
111512,1626132999250,11,,0,323
111513,1626133001892,12,,0,330
111514,1626133080970,11,,0,332
111515,1626133953291,15,,0,1
111516,1626133953529,11,,0,389
111517,1626133953779,12,,0,337
111518,1626133958403,16,,0,1
111519,1626134516465,11,,0,420
111520,1626134943650,11,,0,332
111521,1626135944665,11,,0,324
111522,1626135944666,11,,0,346
111523,1626135944666,11,,0,198
111524,1626135994403,8,,0,323
111525,1626136486710,11,,0,332
111526,1626137933922,11,,0,332
111527,1626138373977,12,,0,323
111528,1626138417215,11,,0,429
111529,1626138569084,12,,0,330
111530,1626139886820,11,,0,324
111531,1626139886831,11,,0,346
111532,1626139886831,11,,0,198
111533,1626140485375,11,,0,341
111534,1626140486059,19,org.thoughtcrime.securesms.service.GenericForegroundService,0,336
111535,1626140486266,12,,0,336
111536,1626140486280,20,org.thoughtcrime.securesms.service.GenericForegroundService,0,336
111537,1626140926889,11,,0,330
111538,1626141237820,11,,0,389
111539,1626142027524,11,,0,420
111540,1626142408638,11,,0,332
111541,1626143186035,12,,0,331
111542,1626143186148,12,,0,331
111543,1626143186928,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111544,1626143186958,11,,0,429
111545,1626143187184,12,,0,198
111546,1626143188020,12,,0,338
111547,1626143188148,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111548,1626143188210,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111549,1626143188422,12,,0,198
111550,1626143189225,11,,0,323
111551,1626143192205,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111552,1626143573955,11,,0,385
111553,1626143879034,11,,0,247
111554,1626143914969,11,,0,332
111555,1626145912004,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111556,1626145912125,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111557,1626145912211,12,,0,45
111558,1626145913278,11,,0,247
111559,1626145913281,11,,0,323
111560,1626147718659,11,,0,247
111561,1626147718660,11,,0,323
111562,1626149125265,11,,0,324
111563,1626149125265,11,,0,346
111564,1626149125266,11,,0,198
111565,1626150684849,11,,0,341
111566,1626151419493,11,,0,330
111567,1626152464627,11,,0,247
111568,1626152464627,11,,0,323
111569,1626152470786,11,,0,332
111570,1626152470787,11,,0,332
111571,1626152665167,11,,0,429
111572,1626153156784,11,,0,385
111573,1626154298097,11,,0,324
111574,1626154298100,11,,0,346
111575,1626154298100,11,,0,198
111576,1626154587182,11,,0,332
111577,1626155185946,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111578,1626155185982,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111579,1626155186199,12,,0,45
111580,1626155878257,11,,0,332
111581,1626156697639,11,,0,346
111582,1626156697639,11,,0,477
111583,1626156697640,11,,0,374
111584,1626156697640,11,,0,323
111585,1626156697641,11,,0,247
111586,1626156697641,11,,0,332
111587,1626156697642,11,,0,454
111588,1626156697642,11,,0,324
111589,1626156697642,11,,0,427
111590,1626156697642,11,,0,443
111591,1626156697642,11,,0,198
111592,1626158320385,11,,0,427
111593,1626158320394,11,,0,443
111594,1626158320395,11,,0,374
111595,1626158868991,11,,0,332
111596,1626161567357,11,,0,324
111597,1626161567368,11,,0,346
111598,1626161567371,11,,0,198
111599,1626165097031,11,,0,454
111600,1626166738802,11,,0,332
111601,1626166836049,11,,0,341
111602,1626166836990,11,,0,247
111603,1626166836991,11,,0,323
111604,1626166837282,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111605,1626166837598,12,,0,45
111606,1626166837828,12,,0,331
111607,1626166837952,12,,0,331
111608,1626166838705,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111609,1626166838715,11,,0,429
111610,1626166838929,12,,0,198
111611,1626166842673,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111612,1626166846851,11,,0,332
111613,1626166857376,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111614,1626166858115,12,,0,45
111615,1626168461153,11,,0,324
111616,1626168461155,11,,0,346
111617,1626168461155,11,,0,198
111618,1626168461155,11,,0,450
111619,1626168998300,11,,0,324
111620,1626168998310,11,,0,346
111621,1626168998310,11,,0,198
111622,1626169541727,11,,0,332
111623,1626170831427,11,,0,332
111624,1626171709624,11,,0,427
111625,1626171709625,11,,0,443
111626,1626171709625,11,,0,374
111627,1626172587413,11,,0,332
111628,1626173045334,11,,0,427
111629,1626173045337,11,,0,374
111630,1626173045338,11,,0,443
111631,1626173822289,11,,0,332
111632,1626175174347,11,,0,324
111633,1626175174349,11,,0,346
111634,1626175174350,11,,0,198
111635,1626176303214,11,,0,324
111636,1626176303217,11,,0,346
111637,1626176303217,11,,0,198
111638,1626179801898,11,,0,341
111639,1626179802837,11,,0,247
111640,1626179802840,11,,0,323
111641,1626179804971,11,,0,429
111642,1626179814377,12,,0,198
111643,1626179818396,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111644,1626179818400,11,,0,429
111645,1626179818624,12,,0,198
111646,1626179822427,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111647,1626183629441,11,,0,477
111648,1626183630396,11,,0,247
111649,1626183630397,11,,0,323
111650,1626183630462,12,,0,477
111651,1626184152034,11,,0,450
111652,1626185054145,11,,0,324
111653,1626185054146,11,,0,346
111654,1626185054147,11,,0,198
111655,1626185732662,12,,0,198
111656,1626185897790,12,,0,338
111657,1626185897940,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111658,1626185898177,12,,0,198
111659,1626185901971,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111660,1626186409855,11,,0,427
111661,1626186409856,11,,0,374
111662,1626186409856,11,,0,443
111663,1626186529893,11,,0,332
111664,1626187584136,11,,0,427
111665,1626187584139,11,,0,374
111666,1626187584140,11,,0,443
111667,1626188312924,12,,0,331
111668,1626188312932,12,,0,331
111669,1626188313331,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111670,1626188313543,12,,0,198
111671,1626188314207,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111672,1626188314415,12,,0,45
111673,1626188316547,12,,0,331
111674,1626188317716,12,,0,457
111675,1626188320587,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111676,1626188326944,11,,0,332
111677,1626188332378,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111678,1626188333001,12,,0,45
111679,1626189157526,12,,0,198
111680,1626190285355,11,,0,429
111681,1626191014106,11,,0,324
111682,1626191014108,11,,0,346
111683,1626191014109,11,,0,198
111684,1626191242211,12,,0,331
111685,1626191242357,11,,0,341
111686,1626191242806,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111687,1626191242815,11,,0,429
111688,1626191243031,12,,0,198
111689,1626191246835,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111690,1626191361215,12,,0,330
111691,1626191862333,11,,0,477
111692,1626191968329,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111693,1626191968352,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111694,1626191968541,12,,0,45
111695,1626192530843,11,,0,323
111696,1626192530863,11,,0,332
111697,1626193806503,12,,0,338
111698,1626193806971,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111699,1626193807195,12,,0,198
111700,1626193810984,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111701,1626194049151,12,,0,198
111702,1626194672280,11,,0,427
111703,1626194672281,11,,0,374
111704,1626194672282,11,,0,443
111705,1626194757310,11,,0,332
111706,1626194762287,11,,0,247
111707,1626194785022,11,,0,427
111708,1626194785024,11,,0,374
111709,1626194785025,11,,0,443
111710,1626195363123,12,,0,344
111711,1626197749196,11,,0,324
111712,1626197749197,11,,0,346
111713,1626197749198,11,,0,198
111714,1626197823730,11,,0,247
111715,1626197823744,11,,0,323
111716,1626197828505,11,,0,341
111717,1626197828962,11,,0,429
111718,1626198253745,11,,0,324
111719,1626198253747,11,,0,346
111720,1626198253747,11,,0,198
111721,1626198726327,12,,0,198
111722,1626199110282,15,,0,1
111723,1626199110516,11,,0,389
111724,1626199113472,1,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
111725,1626199113526,18,,0,1
111726,1626199114578,10,,0,487
111727,1626199114579,10,,0,198
111728,1626199114579,11,,0,487
111729,1626199114580,10,,0,337
111730,1626199114581,10,,0,338
111731,1626199114582,10,,0,338
111732,1626199114583,11,,0,337
111733,1626199114584,11,,0,338
111734,1626199121007,11,,0,247
111735,1626199121009,11,,0,323
111736,1626199121123,10,,0,331
111737,1626199121123,11,,0,331
111738,1626199121123,10,,0,331
111739,1626199121124,10,,0,331
111740,1626199121124,10,,0,477
111741,1626199121124,10,,0,331
111742,1626199121125,11,,0,477
111743,1626199121640,10,,0,477
111744,1626199121641,10,,0,477
111745,1626199122858,7,,0,487
111746,1626199122859,11,,0,487
111747,1626199122929,2,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
111748,1626199122939,1,com.cargurus.mobileApp.MainActivity,128624000,487
111749,1626199123240,11,,0,329
111750,1626199123431,23,com.android.launcher3.uioverrides.QuickstepLauncher,198893533,324
111751,1626199123921,11,,0,477
111752,1626199133065,19,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111753,1626199133284,12,,0,45
111754,1626199134950,20,com.samsung.android.weather.ui.common.content.service.WXAutoRefreshForegroundService,0,45
111755,1626199135439,12,,0,45
111756,1626199152763,16,,0,1
111757,1626199153207,2,com.cargurus.mobileApp.MainActivity,128624000,487
111758,1626199153273,23,com.cargurus.mobileApp.MainActivity,128624000,487
111759,1626199157834,17,,0,1
111760,1626200337758,12,,0,457
111761,1626200976959,12,,0,112
111762,1626201423810,12,,0,331
111763,1626201424367,19,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111764,1626201424372,11,,0,429
111765,1626201424587,12,,0,198
111766,1626201424862,11,,0,247
111767,1626201424864,11,,0,323
111768,1626201426893,8,,0,323
111769,1626201426898,11,,0,332
111770,1626201426900,11,,0,329
111771,1626201428373,20,com.android.systemui.edgelighting.EdgeLightingForegroundService,0,198
111772,1626201441516,15,,0,1
111773,1626201444754,1,com.cargurus.mobileApp.MainActivity,128624000,487
111774,1626201444772,18,,0,1
111775,1626201444902,11,,0,329
111776,1626201448736,11,,0,385
111777,1626201448773,11,,0,420
111778,1626201448913,11,,0,450
111779,1626201448928,11,,0,330
111780,1626201454002,10,,0,331
