_id,mccmnc,gid1,gid2,plmn,imsi_prefix_xpattern,spn,apn,iccid_prefix,privilege_access_rule,carrier_name,carrier_id,parent_carrier_id
1288,311260,,,,,,,,,SLO Cellular Inc. dba CellularOne of San Luis Obispo,1838,-1
1289,20404,bae0000000000000,,,,,,,,Verizon Wireless,1839,-1
1290,310012,,,,,,,,,Verizon Wireless,1839,-1
1291,311280,,,,,,,,,Verizon Wireless,1839,-1
1292,311281,,,,,,,,,Verizon Wireless,1839,-1
1293,311282,,,,,,,,,Verizon Wireless,1839,-1
1294,311283,,,,,,,,,Verizon Wireless,1839,-1
1295,311284,,,,,,,,,Verizon Wireless,1839,-1
1296,311285,,,,,,,,,Verizon Wireless,1839,-1
1297,311286,,,,,,,,,Verizon Wireless,1839,-1
1298,311287,,,,,,,,,Verizon Wireless,1839,-1
1299,311288,,,,,,,,,Verizon Wireless,1839,-1
1300,311289,,,,,,,,,Verizon Wireless,1839,-1
1301,311480,,,,,,,,,Verizon Wireless,1839,-1
1302,311481,,,,,,,,,Verizon Wireless,1839,-1
1303,311482,,,,,,,,,Verizon Wireless,1839,-1
1304,311483,,,,,,,,,Verizon Wireless,1839,-1
1305,311484,,,,,,,,,Verizon Wireless,1839,-1
1306,311485,,,,,,,,,Verizon Wireless,1839,-1
1307,311486,,,,,,,,,Verizon Wireless,1839,-1
1308,311487,,,,,,,,,Verizon Wireless,1839,-1
1309,311488,,,,,,,,,Verizon Wireless,1839,-1
1310,311489,,,,,,,,,Verizon Wireless,1839,-1
1311,311290,,,,,,,,,Pinpoint Wireless Inc.,1840,-1
1312,311300,,,,,,,,,Rutal Cellular Corporation,1841,-1
1313,311310,,,,,,,,,Leaco Rural Telephone Company Inc,1842,-1
1314,311370,,,,,,,,,GCI Communications Corp.,1843,-1
1315,311380,,,,,,,,,GreenFly LLC,1844,-1
1316,311390,,,,,,,,,Midwest Wireless Holdings LLC,1845,-1
1317,311410,,,,,,,,,Iowa RSA No.2 Ltd Partnership,1846,-1
1318,311420,,,,,,,,,northwestcell,1847,-1
1319,311430,,,,,,,,,Chat Mobility,1848,-1
1320,312160,,,,,,,,,Chat Mobility,1848,-1
1321,311440,,,,,,,,,Bluegrass Cellular LLC,1849,-1
1322,311480,ba00010000000000,,,,,,,,Bluegrass Cellular LLC,1849,-1
1323,311450,,,,,,,,,PTCI,1850,-1
1324,311460,,,,,,,,,Fisher Wireless Services Inc,1851,-1
1325,311470,,,,,,,,,Vitelcom Cellular Inc dba Innovative Wireless,1852,-1
1326,311490,,,,,,,,,Virgin Mobile,1853,-1
1327,310120,000003,,,,,,,,Virgin Mobile,1853,-1
1328,312530,000003,,,,,,,,Virgin Mobile,1853,-1
1329,311500,,,,,,,,,CTC Telecom Inc,1854,-1
1330,311510,,,,,,,,,Benton-Lian Wireless,1855,-1
1331,311520,,,,,,,,,Crossroads Wireless Inc,1856,-1
1332,311530,,,,,,,,,Wireless Communications Venture,1857,-1
1333,311540,,,,,,,,,Keystone Wireless Inc,1858,-1
1334,311550,,,,,,,,,Commnet Midwest LLC,1859,-1
1335,316010,,,,,,,,,Nextel Communications Inc.,1860,-1
1336,316011,,,,,,,,,Southern Communications Services Inc.,1861,-1
1337,74800,,,,,,,,,Ancel,1862,-1
1338,74801,,,,,,,,,Ancel,1862,-1
1339,74803,,,,,,,,,Ancel,1862,-1
1340,74807,,,,,,,,,Movistar,1863,-1
1341,74810,,,,,,,,,Claro UY,1864,-1
1342,43401,,,,,,,,,Buztel,1865,-1
1343,43402,,,,,,,,,Uzmacom,1866,-1
1344,43404,,,,,,,,,Daewoo Unitel,1867,-1
1345,43405,,,,,,,,,Coscom,1868,-1
1346,43407,,,,,,,,,Uzdunrobita,1869,-1
1347,73401,,,,,,,,,Infonet,1870,-1
1348,73402,,,,,,,,,Corporación Digitel,1871,-1
1349,73403,,,,,,,,,Digicel,1872,-1
1350,73404,,,,,,,,,Movistar,1873,-1
1351,73406,,,,,,,,,"Telecomunicaciones Movilnet, C.A.",1874,-1
1352,348570,,,,,,,,,"Caribbean Cellular Telephone, Boatphone Ltd.",1875,-1
1353,54927,,,,,,,,,GoMobile SamoaTel Ltd,1876,-1
1354,42101,,,,,,,,,SabaFon,1877,-1
1355,42102,,,,,,,,,Spacetel Yemen,1878,-1
1356,64803,,,,,,,,,Telecel,1879,-1
1357,64804,,,,,,,,,Econet,1880,-1
1358,46601,,,,,,,,,遠傳電信 Far EasTone Telecom,1881,-1
1359,46602,,,,,,,,,遠傳電信 Far EasTone Telecom,1881,-1
1360,46603,,,,,,,,,遠傳電信 Far EasTone Telecom,1881,-1
1361,46605,,,,,,,,,亞太電信 Asia Pacific Telecom,1882,-1
1362,46697,,,,4669750,,,,,亞太電信 Asia Pacific Telecom,1882,-1
1363,46606,,,,,,,,,Tuntex Telecom,1883,-1
1364,46611,,,,,,,,,中華電信_Chunghwa Telecom,1884,-1
1365,46692,,,,,,,,,中華電信_Chunghwa Telecom,1884,-1
1366,46689,,,,,,,,,台灣之星 T Star,1886,-1
1367,46693,,,,,,,,,MobiTai Communications,1887,-1
1368,46697,,,,,,,,,台灣大哥大 Taiwan Mobile Telecom,1888,-1
1369,46699,,,,,,,,,TransAsia Telecoms,1889,-1
1370,45002,,,,,,,,,KT,1890,-1
1371,45004,,,,,,,,,KT,1890,-1
1372,45008,,,,,,,,,KT,1890,-1
1373,45005,,,,,,,,,SK Telecom,1891,-1
1374,45006,,,,,,,,,LG U+,1892,-1
1375,450006,,,,,,,,,LG U+,1892,-1
1376,310470,,,,,,,,,nTelos,1893,-1
1377,44020,,,,,,,,,SoftBank,1894,-1
1378,302490,,,,,,,,,Freedom Mobile,1895,-1
1379,22201,ffffff00,,,,,,,,Freedom Mobile,1895,-1
1380,22288,ffffff00,,,,,,,,Freedom Mobile,1895,-1
1381,52018,,,,,,,,,dtac,1896,-1
1382,52005,,,,,,,,,dtac ,1897,-1
1383,52099,,,,,,,,,True Move,1898,-1
1384,45204,,,,,,,,,Viettel Telecom,1899,-1
1385,24205,,,,,,,,,OneCall,1900,-1
1386,310995,,,,,,,,,Android Emulator,1901,-1
1387,27204,,,,,,,,,Access Telecom,1902,-1
1388,27205,,,,,,,,,3,1903,-1
1389,24403,,,,,,,,,DNA,1904,-1
1390,24412,,,,,,,,,DNA,1904,-1
1391,24413,,,,,,,,,DNA,1904,-1
1392,24407,,,,,,,,,Nokia Test Network,1905,-1
1393,24408,,,,,,,,,Unknown,1906,-1
1394,24410,,,,,,,,,TDC,1907,-1
1395,24429,,,,,,,,,Scnl Truphone,1908,-1
1396,21406,,,,,,,,,Euskaltel,1909,-1
1397,21408,,,,,,,,,Euskaltel,1909,-1
1398,21403,,,,2140359,,,,,Euskaltel,1909,-1
1399,311600,,,,,,,,,COX,1910,-1
1400,00101,,,,,,,,,"Test Network, Used by GSM test equipment",1911,-1
1401,33401,,,,,,,,,AT&T MX,1912,-1
1402,334090,,,,,,,,,AT&T MX,1912,-1
1403,33409,,,,,,,,,AT&T MX,1912,-1
1404,22201,,,,,iusacell,,,,AT&T MX,1912,-1
1405,22201,,,,,unefon,,,,AT&T MX,1912,-1
1406,334020,,,,,,,,,Telcel,1913,-1
1407,33402,,,,,,,,,Telcel,1913,-1
1408,334030,,,,,,,,,Movistar,1914,-1
1409,33403,,,,,,,,,Movistar,1914,-1
1410,334050,,,,,,,,,AT&T MX,1915,-1
1411,34080,,,,,,,,,Dauphin Telecom,1916,-1
1412,44000,,,,,,,,,eMobile,1917,-1
1413,70830,,,,,,,,,Hondutel,1918,-1
1414,70840,,,,,,,,,Digicel,1919,-1
1415,41501,,,,,,,,,Alfa,1920,-1
1416,41503,,,,,,,,,MTC Touch,1921,-1
1417,41505,,,,,,,,,Ogero Mobile,1922,-1
1418,42902,,,,,,,,,Ncell,1923,-1
1419,42904,,,,,,,,,Smart Telecom,1924,-1
1420,71403,,,,,,,,,Claro PA,1925,-1
1421,71404,,,,,,,,,Digicel,1926,-1
1422,714040,,,,,,,,,Digicel,1926,-1
1423,74404,,,,,,,,,Telecel,1927,-1
1424,74405,,,,,,,,,Personal,1928,-1
1425,71606,,,,,,,,,Movistar,1929,-1
1426,71617,,,,,,,,,Entel,1930,-1
1427,41301,,,,,,,,,Sri Lanka Telecom Mobitel,1931,-1
1428,41305,,,,,,,,,Airtel Lanka,1932,-1
1429,41308,,,,,,,,,Hutchison Telecommunications Lanka,1933,-1
1430,64006,,,,,,,,,Sasatel Tanzania,1934,-1
1431,64007,,,,,,,,,Life Tanzania,1935,-1
1432,60501,,,,,,,,,Orange Tunisie,1936,-1
1433,28301,,,,,,,,,ArmenTel,1937,-1
1434,28304,,,,,,,,,Karabakh Telecom,1938,-1
1435,28305,,,,,,,,,K Telecom CJSC,1939,-1
1436,28310,,,,,,,,,Orange,1940,-1
1437,364390,,,,,,,,,Bahamas Telecommunications,1941,-1
1438,33000,,,,,,,,,Open Mobile,1942,-1
1439,61404,,,,,,,,,Orange Niger,1943,-1
1440,61604,,,,,,,,,Bell Benin Communications,1944,-1
1441,61605,,,,,,,,,Glo Communications Benin,1945,-1
1442,61301,,,,,,,,,Onatal (Telmob),1946,-1
1443,61503,,,,,,,,,Moov Togo,1947,-1
1444,63203,,,,,,,,,Orange,1948,-1
1445,310260,6d38,,,,,,,,MetroPCS,1949,-1
1446,310800,6d38,,,,,,,,MetroPCS,1949,-1
1447,310660,6d38,,,,,,,,MetroPCS,1949,-1
1448,310640,6d38,,,,,,,,MetroPCS,1949,-1
1449,310590,6d38,,,,,,,,MetroPCS,1949,-1
1450,310530,6d38,,,,,,,,MetroPCS,1949,-1
1451,310490,6d38,,,,,,,,MetroPCS,1949,-1
1452,310310,6d38,,,,,,,,MetroPCS,1949,-1
1453,310300,6d38,,,,,,,,MetroPCS,1949,-1
1454,310270,6d38,,,,,,,,MetroPCS,1949,-1
1455,310250,6d38,,,,,,,,MetroPCS,1949,-1
1456,310240,6d38,,,,,,,,MetroPCS,1949,-1
1457,310230,6d38,,,,,,,,MetroPCS,1949,-1
1458,310220,6d38,,,,,,,,MetroPCS,1949,-1
1459,310210,6d38,,,,,,,,MetroPCS,1949,-1
1460,310200,6d38,,,,,,,,MetroPCS,1949,-1
1461,310160,6d38,,,,,,,,MetroPCS,1949,-1
1462,25704,,,,,,,,,life:),1950,-1
1463,311870,,,,,,,,,Boost Mobile,1951,-1
1464,310120,000002,,,,,,,,Boost Mobile,1951,-1
1465,312530,000002,,,,,,,,Boost Mobile,1951,-1
1466,310240,0000b0,,,,,,,,Boost Mobile,1951,-1
1467,310240,6230,,,,,,,,Boost Mobile,1951,-1
1468,311580,,,,,,,,,U.S. Cellular,1952,-1
1469,311581,,,,,,,,,U.S. Cellular,1952,-1
1470,311582,,,,,,,,,U.S. Cellular,1952,-1
1471,311583,,,,,,,,,U.S. Cellular,1952,-1
1472,311584,,,,,,,,,U.S. Cellular,1952,-1
1473,311585,,,,,,,,,U.S. Cellular,1952,-1
1474,311586,,,,,,,,,U.S. Cellular,1952,-1
1475,311587,,,,,,,,,U.S. Cellular,1952,-1
1476,311588,,,,,,,,,U.S. Cellular,1952,-1
1477,311589,,,,,,,,,U.S. Cellular,1952,-1
1478,311220,,,,,,,,,U.S. Cellular,1952,-1
1479,311221,,,,,,,,,U.S. Cellular,1952,-1
1480,311222,,,,,,,,,U.S. Cellular,1952,-1
1481,311223,,,,,,,,,U.S. Cellular,1952,-1
1482,311224,,,,,,,,,U.S. Cellular,1952,-1
1483,311225,,,,,,,,,U.S. Cellular,1952,-1
1484,311226,,,,,,,,,U.S. Cellular,1952,-1
1485,311227,,,,,,,,,U.S. Cellular,1952,-1
1486,311228,,,,,,,,,U.S. Cellular,1952,-1
1487,311229,,,,,,,,,U.S. Cellular,1952,-1
1488,20404,,,,,u.s. cellular,,,,U.S. Cellular,1952,-1
1489,71203,,,,,,,,,Claro CR,1953,-1
1490,70601,,,,,,,,,Claro SV,1954,-1
1491,330110,,,,,,,,,Claro PR,1955,-1
1492,33011,,,,,,,,,Claro PR,1955,-1
1493,24009,,,,,,,,,Telenor Sweden (not used),1956,-1
1494,54411,,,,,,,,,Bluesky,1957,-1
1495,20815,,,,,,,,,Free,1958,-1
1496,22605,,,,,,,,,Digi.Mobil,1959,-1
1497,45404,,,,,,,,,Hutchison 2G,1960,-1
1498,45405,,,,,,,,,Hutchison 2G,1960,-1
1499,40402,,,,,,,,,Airtel,1961,-1
1500,40403,,,,,,,,,Airtel,1961,-1
1501,40410,,,,,,,,,Airtel,1961,-1
1502,40416,,,,,,,,,Airtel,1961,-1
1503,40431,,,,,,,,,Airtel,1961,-1
1504,40440,,,,,,,,,Airtel,1961,-1
1505,40445,,,,,,,,,Airtel,1961,-1
1506,40449,,,,,,,,,Airtel,1961,-1
1507,40470,,,,,,,,,Airtel,1961,-1
1508,40490,,,,,,,,,Airtel,1961,-1
1509,40492,,,,,,,,,Airtel,1961,-1
1510,40493,,,,,,,,,Airtel,1961,-1
1511,40494,,,,,,,,,Airtel,1961,-1
1512,40495,,,,,,,,,Airtel,1961,-1
1513,40496,,,,,,,,,Airtel,1961,-1
1514,40497,,,,,,,,,Airtel,1961,-1
1515,40498,,,,,,,,,Airtel,1961,-1
1516,40551,,,,,,,,,Airtel,1961,-1
1517,40552,,,,,,,,,Airtel,1961,-1
1518,40553,,,,,,,,,Airtel,1961,-1
1519,40554,,,,,,,,,Airtel,1961,-1
1520,40555,,,,,,,,,Airtel,1961,-1
1521,40556,,,,,,,,,Airtel,1961,-1
1522,302370,dd,,,,,,,,Fido,1962,-1
1523,302370,,,,,,,,,Fido,1962,-1
1524,30237,,,,,,,,,Fido,1962,-1
1525,40401,,,,,vodafone in,,,,Vodafone,1963,-1
1526,40405,,,,,vodafone in,,,,Vodafone,1963,-1
1527,40411,,,,,vodafone in,,,,Vodafone,1963,-1
1528,40413,,,,,vodafone in,,,,Vodafone,1963,-1
1529,40415,,,,,vodafone in,,,,Vodafone,1963,-1
1530,40420,,,,,vodafone in,,,,Vodafone,1963,-1
1531,40427,,,,,vodafone in,,,,Vodafone,1963,-1
1532,40430,,,,,vodafone in,,,,Vodafone,1963,-1
1533,40443,,,,,vodafone in,,,,Vodafone,1963,-1
1534,40446,,,,,vodafone in,,,,Vodafone,1963,-1
1535,40460,,,,,vodafone in,,,,Vodafone,1963,-1
1536,40484,,,,,vodafone in,,,,Vodafone,1963,-1
1537,40486,,,,,vodafone in,,,,Vodafone,1963,-1
1538,40488,,,,,vodafone in,,,,Vodafone,1963,-1
1539,40566,,,,,vodafone in,,,,Vodafone,1963,-1
1540,40567,,,,,vodafone in,,,,Vodafone,1963,-1
1541,405750,,,,,vodafone in,,,,Vodafone,1963,-1
1542,405751,,,,,vodafone in,,,,Vodafone,1963,-1
1543,405752,,,,,vodafone in,,,,Vodafone,1963,-1
1544,405753,,,,,vodafone in,,,,Vodafone,1963,-1
1545,405754,,,,,vodafone in,,,,Vodafone,1963,-1
1546,405755,,,,,vodafone in,,,,Vodafone,1963,-1
1547,405756,,,,,vodafone in,,,,Vodafone,1963,-1
1548,65502,,,,,,,,,Telkom,1965,-1
1549,51089,,,,,,,,,3,1966,-1
1550,43235,,,,,,,,,Irancell,1967,-1
1551,60203,,,,,,,,,Etisalat,1968,-1
1552,41805,,,,,,,,,Asia Cell,1969,-1
1553,42403,,,,,,,,,du,1970,-1
1554,41820,,,,,,,,,Zain Iraq,1971,-1
1555,41830,,,,,,,,,Zain Iraq,1971,-1
1556,42004,,,,,,,,,Zain Saudi Arabia,1972,-1
1557,60600,,,,,,,,,Libyana,1973,-1
1558,21421,,,,,,,,,Jazztel,1974,-1
1559,21403,,,,,jazztel,,,,Jazztel,1974,-1
1560,21407,,,,,jazztel,,,,Jazztel,1974,-1
1561,41006,,,,,,,,,Telenor,1975,-1
1562,21418,,,,,,,,,ONO,1976,-1
1563,60303,,,,,,,,,Ooredoo,1977,-1
1564,51009,,,,,,,,,Smartfren,1978,-1
1565,51028,,,,,,,,,Smartfren,1978,-1
1566,62160,,,,,,,,,9Pay,1979,-1
1567,41004,,,,,,,,,Zong,1980,-1
1568,405025,,,,,,,,,TATA DOCOMO,1982,-1
1569,405026,,,,,,,,,TATA DOCOMO,1982,-1
1570,405027,,,,,,,,,TATA DOCOMO,1982,-1
1571,405028,,,,,,,,,TATA DOCOMO,1982,-1
1572,405029,,,,,,,,,TATA DOCOMO,1982,-1
1573,405030,,,,,,,,,TATA DOCOMO,1982,-1
1574,405031,,,,,,,,,TATA DOCOMO,1982,-1
1575,405032,,,,,,,,,TATA DOCOMO,1982,-1
1576,405033,,,,,,,,,TATA DOCOMO,1982,-1
1577,405034,,,,,,,,,TATA DOCOMO,1982,-1
1578,405035,,,,,,,,,TATA DOCOMO,1982,-1
1579,405036,,,,,,,,,TATA DOCOMO,1982,-1
1580,405037,,,,,,,,,TATA DOCOMO,1982,-1
1581,405038,,,,,,,,,TATA DOCOMO,1982,-1
1582,405039,,,,,,,,,TATA DOCOMO,1982,-1
1583,405040,,,,,,,,,TATA DOCOMO,1982,-1
1584,405041,,,,,,,,,TATA DOCOMO,1982,-1
1585,405042,,,,,,,,,TATA DOCOMO,1982,-1
1586,405043,,,,,,,,,TATA DOCOMO,1982,-1
1587,405044,,,,,,,,,TATA DOCOMO,1982,-1
1588,405045,,,,,,,,,TATA DOCOMO,1982,-1
1589,405046,,,,,,,,,TATA DOCOMO,1982,-1
1590,405047,,,,,,,,,TATA DOCOMO,1982,-1
1591,41840,,,,,,,,,Korek,1983,-1
1592,20823,,,,,,,,,Virgin,1984,-1
1593,60402,,,,,,,,,inwi,1985,-1
1594,40177,,,,,,,,,Tele2,1986,-1
1595,43220,,,,,,,,,Rightel,1987,-1
1596,23106,,,,,,,,,O2,1988,-1
1597,23420,0306,,,,,,,,Google Fi,1989,-1
1598,45403,0206,,,,,,,,Google Fi,1989,-1
1599,23210,0306,,,,,,,,Google Fi,1989,-1
1600,310120,,,,,fi network,,,,Google Fi,1989,-1
1601,310120,,,,,nova,,,,Google Fi,1989,-1
1602,310120,,,,,google fi,,,,Google Fi,1989,-1
1603,310120,a00184,,,,,,,,Google Fi,1989,-1
1604,310120,a00184ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Google Fi,1989,-1
1605,310120,,,,,,,,4C36AF4A5BDAD97C1F3D8B283416D244496C2AC5EAFE8226079EF6F676FD1859,Google Fi,1989,-1
1606,312530,a00184,,,,,,,,Google Fi,1989,-1
1607,312530,a00184ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Google Fi,1989,-1
1608,310260,,,,31026097,,,,,Google Fi,1989,-1
1609,311580,,,,3115801,,,,,Google Fi,1989,-1
1610,312580,0001,,,,,,,,Google Fi,1989,-1
1611,42508,,,,,,,,,Golan Telecom,1990,-1
1612,42507,,,,,,,,,Hot Mobile,1991,-1
1613,42577,,,,,,,,,Hot Mobile,1991,-1
1614,20404,,,,,hot mobile,,,,Hot Mobile,1991,-1
1615,41904,,,,,,,,,STC,1992,-1
1616,45205,,,,,,,,,Vietnamobile,1994,-1
1617,41405,,,,,,,,,Ooredoo Myanmar,1996,-1
1618,52004,,,,,,,,,TrueMove H 4G LTE,1997,-1
1619,52000,01,,,,,,,,TrueMove H 4G LTE,1997,-1
1620,52000,01ff,,,,,,,,TrueMove H 4G LTE,1997,-1
1621,70603,,,,,,,,,Tigo,1998,-1
1622,28403,,,,,,,,,VIVACOM,1999,-1
1623,42702,,,,,vodafone qatar,,,,Vodafone,2001,-1
1624,405813,,,,,,,,,Uninor,2002,-1
1625,405814,,,,,,,,,Uninor,2002,-1
1626,405815,,,,,,,,,Uninor,2002,-1
1627,405816,,,,,,,,,Uninor,2002,-1
1628,405817,,,,,,,,,Uninor,2002,-1
1629,405818,,,,,,,,,Uninor,2002,-1
1630,405819,,,,,,,,,Uninor,2002,-1
1631,405820,,,,,,,,,Uninor,2002,-1
1632,405821,,,,,,,,,Uninor,2002,-1
1633,405822,,,,,,,,,Uninor,2002,-1
1634,405844,,,,,,,,,Uninor,2002,-1
1635,405875,,,,,,,,,Uninor,2002,-1
1636,405876,,,,,,,,,Uninor,2002,-1
1637,405877,,,,,,,,,Uninor,2002,-1
1638,405878,,,,,,,,,Uninor,2002,-1
1639,405879,,,,,,,,,Uninor,2002,-1
1640,405880,,,,,,,,,Uninor,2002,-1
1641,405925,,,,,,,,,Uninor,2002,-1
1642,405926,,,,,,,,,Uninor,2002,-1
1643,405927,,,,,,,,,Uninor,2002,-1
1644,405928,,,,,,,,,Uninor,2002,-1
1645,405929,,,,,,,,,Uninor,2002,-1
1646,71204,,,,,,,,,Movistar,2003,-1
1647,47007,,,,,,,,,Airtel BD,2004,-1
1648,20826,,,,,,,,,NRJ Mobile,2005,-1
1649,20801,4e,,,,,,,,NRJ Mobile,2005,-1
1650,20810,4e,,,,,,,,NRJ Mobile,2005,-1
1651,60601,,,,,,,,,Madar,2006,-1
1652,41406,,,,,,,,,Telenor Myanmar,2007,-1
1653,302500,,,,,,,,,Videotron,2008,-1
1654,302510,,,,,,,,,Videotron,2008,-1
1655,302520,,,,,,,,,Videotron,2008,-1
1656,70604,,,,,,,,,Movistar,2009,-1
1657,706040,,,,,,,,,Movistar,2009,-1
1658,71030,,,,,,,,,Movistar (Telefonía Celular de Nicaragua),2010,-1
1659,710300,,,,,,,,,Movistar (Telefonía Celular de Nicaragua),2010,-1
1660,310580,,,,,,,,,Inland Cellular,2011,-1
1661,42602,,,,,,,,,Zain Bahrain,2014,-1
1662,42604,,,,,,,,,stc BH,2015,-1
1663,502152,,,,,,,,,Yes 4G,2017,-1
1664,405840,,,,,,,,,Reliance Jio,2018,-1
1665,405854,,,,,,,,,Reliance Jio,2018,-1
1666,405855,,,,,,,,,Reliance Jio,2018,-1
1667,405856,,,,,,,,,Reliance Jio,2018,-1
1668,405857,,,,,,,,,Reliance Jio,2018,-1
1669,405858,,,,,,,,,Reliance Jio,2018,-1
1670,405859,,,,,,,,,Reliance Jio,2018,-1
1671,405860,,,,,,,,,Reliance Jio,2018,-1
1672,405861,,,,,,,,,Reliance Jio,2018,-1
1673,405862,,,,,,,,,Reliance Jio,2018,-1
1674,405863,,,,,,,,,Reliance Jio,2018,-1
1675,405864,,,,,,,,,Reliance Jio,2018,-1
1676,405865,,,,,,,,,Reliance Jio,2018,-1
1677,405866,,,,,,,,,Reliance Jio,2018,-1
1678,405867,,,,,,,,,Reliance Jio,2018,-1
1679,405868,,,,,,,,,Reliance Jio,2018,-1
1680,405869,,,,,,,,,Reliance Jio,2018,-1
1681,405870,,,,,,,,,Reliance Jio,2018,-1
1682,405871,,,,,,,,,Reliance Jio,2018,-1
1683,405872,,,,,,,,,Reliance Jio,2018,-1
1684,405873,,,,,,,,,Reliance Jio,2018,-1
1685,405874,,,,,,,,,Reliance Jio,2018,-1
1686,302220,4b4f,,,,,,,,Koodo Mobile,2020,-1
1687,302221,4b4f,,,,,,,,Koodo Mobile,2020,-1
1688,30222,4b4f,,,,,,,,Koodo Mobile,2020,-1
1689,30286,4b4f,,,,,,,,Koodo Mobile,2020,-1
1690,30264,3e,,,,,,,,Virgin Mobile Canada,2021,-1
1691,302610,3e,,,,,,,,Virgin Mobile Canada,2021,-1
1692,302630,3e,,,,,,,,Virgin Mobile Canada,2021,-1
1693,302640,3e,,,,,,,,Virgin Mobile Canada,2021,-1
1694,310410,ddff,,,,,,,,TracFone,2022,-1
1695,310410,deff,,,,,,,,TracFone,2022,-1
1696,310260,ddff,,,,,,,,TracFone,2022,-1
1697,310260,deff,,,,,,,,TracFone,2022,-1
1698,310280,ddff,,,,,,,,TracFone,2022,-1
1699,310280,deff,,,,,,,,TracFone,2022,-1
1700,311480,ba01270000000000,,,,,,,,TracFone,2022,-1
1701,310240,deff,,,,,,,,TracFone,2022,-1
1702,310410,2ac9,,,,,,,,Consumer Cellular,2023,-1
1703,310260,2ac9,,,,,,,,Consumer Cellular,2023,-1
1704,310280,2ac9,,,,,,,,Consumer Cellular,2023,-1
1705,310280,49ff,,,,,,,,Locus Telecom,2024,-1
1706,310410,49ff,,,,,,,,Locus Telecom,2024,-1
1707,310280,62ff,,,,,,,,Telrite/Pure Talk,2025,-1
1708,310410,62ff,,,,,,,,Telrite/Pure Talk,2025,-1
1709,310410,4201,,,,,,,,Red Pocket,2026,-1
1710,310260,4201,,,,,,,,Red Pocket,2026,-1
1711,310280,4201,,,,,,,,Red Pocket,2026,-1
1712,310280,44ff,,,,,,,,Airvoice,2027,-1
1713,310410,44ff,,,,,,,,Airvoice,2027,-1
1714,310280,4102,,,,,,,,Ztar,2028,-1
1715,310410,4102,,,,,,,,Ztar,2028,-1
1716,310410,60ff,,,,,,,,Defense Mobile,2029,-1
1717,310380,50ff,,,,,,,,AGMS,2030,-1
1718,310280,69ff,,,,,,,,Kore,2031,-1
1719,310410,69ff,,,,,,,,Kore,2031,-1
1720,310260,4b4f,,,,,,,,Kore,2031,-1
1721,311480,ba01450000000000,,,,,,,,Xfinity Mobile,2032,-1
1722,47202,,,,,,,,,Ooredoo,2033,-1
1723,61002,,,,,,,,,Orange Mali,2034,-1
1724,61807,,,,,,,,,Celcom,2035,-1
1725,63089,,,,,,,,,Tigo,2036,-1
1726,24705,,,,,,,,,Bite,2037,-1
1727,50211,,,,,,,,,unifi mobile,2038,-1
1728,502153,,,,,,,,,unifi mobile,2038,-1
1729,42005,,,,,,,,,Virgin,2052,-1
1730,30264,40,,,,,,,,PC mobile,2053,-1
1731,302610,40,,,,,,,,PC mobile,2053,-1
1732,302630,40,,,,,,,,PC mobile,2053,-1
1733,302640,40,,,,,,,,PC mobile,2053,-1
1734,302220,5043,,,,,,,,PC mobile,2053,-1
1735,302221,5043,,,,,,,,PC mobile,2053,-1
1736,30264,3f,,,,,,,,Solo Mobile,2054,-1
1737,302610,3f,,,,,,,,Solo Mobile,2054,-1
1738,302630,3f,,,,,,,,Solo Mobile,2054,-1
1739,302640,3f,,,,,,,,Solo Mobile,2054,-1
1740,302320,,,,,,,,,Chatr Mobile,2055,-1
1741,302720,,,,302720x94,,,,,Chatr Mobile,2055,-1
1742,302720,,,,302720x84,,,,,Chatr Mobile,2055,-1
1743,302720,d2,,,,,,,,Chatr Mobile,2055,-1
1744,302720,,,,302720x98,,,,,Ztar Mobile,2056,-1
1745,302720,d4,,,,,,,,Ztar Mobile,2056,-1
1746,302720,cc,,,302720x97,,,,,Cityfone,2057,-1
1747,302720,,,,,cityfone,,,,Cityfone,2057,-1
1748,310260,6133,,,,,,,,Amaysim (MVNE2),2060,-1
1749,310260,4c45,,,,,,,,Bright Spot (Leto),2062,-1
1750,310260,4d4b,,,,,,,,Family Mobile (Walmart),2063,-1
1751,310260,4753,,,,,,,,GoSmart,2064,-1
1752,310260,ab,,,,,,,,IDT,2065,-1
1753,310260,6136,,,,,,,,Kajeet (Arterra),2066,-1
1754,310260,6c79,,,,,,,,Lyca Mobile,2067,-1
1755,310260,3201,,,,,,,,M2M,2068,-1
1756,310260,6132,,,,,,,,MVNE2/AMDOCS,2069,-1
1757,310260,4e45,,,,,,,,Nest,2070,-1
1758,310260,7031,,,,,,,,Plintron,2071,-1
1759,310260,4358,,,,,,,,PWG/Cintex,2073,-1
1760,310260,8234,,,,,,,,Ready Wireless,2074,-1
1761,310260,6134,,,,,,,,Republic Wireless (MVNE2),2075,-1
1762,310260,726d,,,,,,,,Roam Mobility,2076,-1
1763,310260,524d,,,,,,,,Roam Mobility,2076,-1
1764,310260,6137,,,,,,,,Rock Island,2077,-1
1765,310260,534d,,,,,,,,Simple Mobile,2078,-1
1766,310260,7376,,,,,,,,Solavei,2079,-1
1767,310260,6135,,,,,,,,Ting,2080,-1
