_id,topic_id,topic_id_hash,name,is_following,description,is_not_interested,icon_url
101,1139215200878395392,1486584340,Verge cryptocurrency,0,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
102,1197988536781115392,-738274838,Greece travel,0,Travel,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
103,1369311988040355840,1906813090,NFTs,1,Investing,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
104,1007358586089979904,142462736,TRON cryptocurrency,0,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
105,1139199527762530305,-2145205718,Electroneum cryptocurrency,0,Cryptocurrencies,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
106,898650876658634752,-1436761703,Cybersecurity,1,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
107,864913136821784576,2061667017,Gardening,1,Outdoors,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
108,1007361429752594432,432750724,Ethereum cryptocurrency,1,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
109,1286280675755081728,2128169634,Road trips,1,Adventure travel,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
110,898673391980261376,-1105735898,Web development,1,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
111,847546154439000064,2060218660,Education,1,All about education,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
112,847528391163092993,1478582733,Automotive,1,All about car culture,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
113,10026364281,-419167473,Apple,0,Tech brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
114,809105292814270464,221187020,Tim Cook,0,Tech professional,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
115,1291139053174153217,-379881497,Stanford University,0,Research university,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
116,1357402587947913217,1677847383,Data visualization,0,Data science,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
117,1047536606880514049,2106037959,Telecom,0,Business & finance,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
118,10027446854,495183575,Adobe,0,Tech brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
119,1291344241956855808,-1335022707,Massachusetts Institute of Technology,0,Research university,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
120,1294355384874889216,797036251,California Institute of Technology,0,Research university,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
121,1357446850916220929,-679800211,Wearable technology,0,Smart technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
122,1286234499794182149,661652157,Futurology,0,Field of study,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
123,1357506193879486469,568927531,Python,0,Computer programming,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
124,1357433113593344000,-828774327,Smart technology,0,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
125,1300480431905673216,530502523,Carnegie Mellon University,0,Research university,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
126,1265136644987871232,-194024971,New York State,0,All about New York State,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
127,872520807221678080,-1486172861,Joe Flacco,0,Football player,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
128,1258152677592018944,-301118972,Louisiana,0,All about Louisiana,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
129,847902254875131904,-951732717,Poker,0,Traditional games,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
130,731226215059623936,2085312068,Seattle Sounders,0,MLS team,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
131,1243191799197233153,-1552085890,New York City,0,City in New York State,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
132,1027582907928305666,1603473480,Madhuri Dixit,0,Actor,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
133,733756530479140864,975653710,UEFA Europa League,0,Soccer competition,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
134,1288793950199771136,-571469648,Economics,0,Field of study,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
135,1361692529083621376,191675326,Raspberry Pi,0,Microcontroller,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
136,1361716950590623744,97207351,Microcontrollers,0,Computer programming,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
137,853980498816679937,-972054198,Dogs,0,Pets,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
138,1102600979491381248,61342319,Astrology,0,All about astrology,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
139,1370436971940642819,-1830352598,Coinbase,0,Kripto para borsaları,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
140,1265721336841646081,1291845094,MLB players,0,Baseball league players,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
141,769193663230468096,447632996,Baseball,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
142,1074755059433463813,800408804,Sports journalists,0,Sports figures,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
143,847900493514891265,70785033,Sports,0,All about sports,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
144,706095585175035904,747853111,NCAA Men's Basketball,0,Basketball league,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
145,806225270591995904,1666057057,Taylor Swift,0,Pop musician,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
146,1046519692813193216,-808509069,PGA Tour,0,Professional golf league,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
147,1099779369357082624,1795346151,Music news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
148,872802352448667648,895480786,NASA,0,All about NASA,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
149,1354735902090698755,1245294726,Clubhouse,0,Social media,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
150,839544341584474112,1212516665,Wrestling,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
151,852587148666589184,-531694121,WWE,0,Wrestling league,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
152,1007356280296488961,1139207443,Ada cryptocurrency,1,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
153,1162028383393288198,-2060777897,Men's golf,0,Sport,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
154,1141036644029493249,1808671168,Chainlink cryptocurrency,1,Cryptocurrency,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
155,10044199219,1237106842,Tesla Motors,1,Brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
156,852247095461371904,447465651,Graduate school,1,Education,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
157,1194365176272699392,-1437207158,Europe travel,0,Destination,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
158,1202239681422774272,-1458981325,Sports icons,0,Sports figures,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
159,966777258080813056,129833896,Bad Bunny,0,Trap and reggaeton musican,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
160,10029382357,-2049835392,YouTube,1,Tech brand,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
161,1003932601839579136,1905527834,US national news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
162,1091420346660470784,930283388,Tech personalities,1,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
163,1242158204751990788,1091383961,Inspirational quotes,0,Writing,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
164,848921413196984320,1246706832,Computer programming,1,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
165,1099759143643099143,902187873,Arts & culture news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
166,847872878041219072,399513949,Fitness,0,All about fitness,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
167,847868793636372480,1173085413,Arts & crafts,0,All about arts and crafts,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
168,1087759183565340673,531230216,Agriculture,0,All about agriculture,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
169,847869251595542528,2066533387,Drawing & illustration,0,Visual art,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
170,1100438906279911426,1881335085,Music festivals,0,Music,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
171,840159616101044224,-1244106980,World news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
172,1354469888564240386,1873250260,BBQ & grill,0,Cooking,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
173,1197985105790111744,1773194774,Canada travel,0,Destination,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
174,1046577790353428480,470240585,Visual arts,0,All about visual arts,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
175,859532297376219136,-1696964300,Health & wellness books,0,Book genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
176,849684313704611840,-1866851655,Electronic music,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
177,917866767866671105,-1287900641,Organic foods,0,Food,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
178,825047692124442624,-1360646814,Food,0,All about food,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
179,857877899977687040,-507388522,Construction,0,Career,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
180,1306652771991478273,-1900051804,$GOLD,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
181,857878521472888832,439908345,Advertising,0,Business & finance,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
182,1006588774304714753,-2085876978,Brunch,0,Food inspiration,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
183,1273235874533085189,-2118653316,Business media,0,Business & finance,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
184,1316156485664010242,-902284849,Seasonal cooking,0,Cooking,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
185,1297745907161509888,-1549414593,Popular illustrators,0,Visual art,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
186,1029430037810827264,1631419009,Street art,0,Visual art,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
187,1352681651516567553,-1687221835,Space agencies & companies,0,Space,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
188,1220701888179359745,-1574071211,COVID-19,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_03.png
189,1243200890175016960,1376964528,Travel bloggers,0,Travel,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
190,847869772129685504,1829070828,Sci-fi & fantasy,0,All about sci-fi and fantasy,0,https://ton.twimg.com/topics/topic_icon/default_v3_12.png
191,847527946864607232,-1052400978,Mobile gaming,0,Gaming genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
192,1046580793848418305,-619559180,Graphic design,0,Visual art,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
193,1303013359306993665,-2142697711,$SPY,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
194,1129090662622588930,-715618555,Psychology,0,Science,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
195,840160477514612736,-116070626,Entertainment news,0,"The latest news on celebrities, TV, movies, and more",0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
196,917493759486566400,-159579995,Weight training,0,Fitness,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
197,10041116731,-1432876883,ESPN,0,Sports channel,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
198,1280550787207147521,-1591751654,Arts & culture,0,All about arts and culture,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
199,1204875386632335360,-1938422835,United Kingdom travel,0,Destination,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
200,846810837301932032,-277037460,Shoes,0,Fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
201,1197906382529294337,25162970,Online gaming,0,Gaming genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
202,808713037230157824,84552347,Elon Musk,0,Business leader,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
203,1313831294237773825,-508221693,$PLTR,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
204,847865239886417922,-1046976871,Fast food,0,Cuisine,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
205,1285867580830310400,46640837,DIY,0,Arts and crafts,0,https://ton.twimg.com/topics/topic_icon/default_v3_08.png
206,847547282010497024,1367706656,Parenting,0,All about family and parenting,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
207,845293633259552768,5301978,Jewelry,0,Fashion,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
208,839543325212319744,22403887,Animals,0,All about animals,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
209,839544274442051584,932698047,Entertainment,0,All about entertainment,0,https://ton.twimg.com/topics/topic_icon/default_v3_04.png
210,847896430605811712,953891588,Dating,0,All about dating,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
211,840160112325021696,155428703,Sports news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
212,847544972781826048,1196495790,Careers,0,All about careers,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
213,839544211036749824,65854038,Architecture,0,Career,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
214,1286297116877320192,157153676,Famous quotes,0,Writing,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
215,1303024103272509441,118604409,$SPX,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
216,1265660441822281728,-1043953943,Art,0,All about art,0,https://ton.twimg.com/topics/topic_icon/default_v3_13.png
217,1003939054914715648,1298758953,Science news,0,News,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
218,1197989227583000576,1246761081,Italy travel,0,Destination,0,https://ton.twimg.com/topics/topic_icon/default_v3_15.png
219,1201630019065274369,315129359,PlayStation 5,0,Video game platform,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
220,1303008576286281742,1108265401,$AMZN,0,Stocks,0,https://ton.twimg.com/topics/topic_icon/default_v3_14.png
221,1276514328007467008,21923801,Movies & TV,0,All about movies and TV,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
222,1260985796053487616,1721268477,Organic,0,Green living,0,https://ton.twimg.com/topics/topic_icon/default_v3_07.png
223,855107826351357952,23427668,Skin care,0,Beauty,0,https://ton.twimg.com/topics/topic_icon/default_v3_06.png
224,1354066690909249536,171220901,Space missions,0,Space,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
225,1242522851967504385,1813208371,Famous comedians,0,Comedy,0,https://ton.twimg.com/topics/topic_icon/default_v3_05.png
226,847869714860605440,-1458110067,Photography,0,Art,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
227,847896684638097408,-889280943,Weddings,0,All about weddings,0,https://ton.twimg.com/topics/topic_icon/default_v3_17.png
228,847869659957182464,1358782920,Painting,0,Visual arts,0,https://ton.twimg.com/topics/topic_icon/default_v3_02.png
229,10043701943,512834864,Women in tech,0,All about women in tech,0,https://ton.twimg.com/topics/topic_icon/default_v3_10.png
230,10027048851,380726550,Xbox,0,Video game platform,0,https://ton.twimg.com/topics/topic_icon/default_v3_11.png
231,1355276758304493568,1499015573,Dinosaurs,0,Paleontology,0,https://ton.twimg.com/topics/topic_icon/default_v3_01.png
232,1072936713134071808,-453861583,Movies,0,All about movies,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
233,847901400080072705,-364169500,Fishing,0,Outdoors,0,https://ton.twimg.com/topics/topic_icon/default_v3_09.png
234,1196446727181500416,-929618869,Tech industry,0,Technology,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
235,806571747730341888,-1345615181,Rock,0,Music genre,0,https://ton.twimg.com/topics/topic_icon/default_v3_16.png
